field,count,count_null,max,mean,min,stddev_samp,state,year
CPTCCS23,68694,1024810,243.00,225.96,4.00,24.84,NJ,2010
CPTCCS24,65236,1028268,243.00,226.08,4.00,24.55,NJ,2010
CPTCCS25,61739,1031765,243.00,226.31,4.00,24.32,NJ,2010
CPTCCS26,58342,1035162,243.00,226.19,4.00,25.19,NJ,2010
CPTCCS27,54977,1038527,243.00,226.68,4.00,24.04,NJ,2010
CPTCCS28,51674,1041830,243.00,226.94,4.00,23.63,NJ,2010
CPTCCS29,48588,1044916,243.00,226.97,7.00,23.64,NJ,2010
CPTCCS30,45501,1048003,243.00,226.81,4.00,24.03,NJ,2010
DHOUR,1093492,12,2300.00,1464.70,0.00,339.31,NJ,2010
DIED,1093504,0,1.00,0.02,0.00,0.14,NJ,2010
DISPUB04,1093504,0,70.00,4.97,1.00,12.72,NJ,2010
DISPUNIFORM,1093504,0,20.00,2.58,1.00,3.16,NJ,2010
DQTR,1093504,0,4.00,2.50,1.00,1.11,NJ,2010
DRG,1093504,0,999.00,524.01,1.00,269.98,NJ,2010
DRG24,1093504,0,579.00,302.79,1.00,161.57,NJ,2010
DRGVER,1093504,0,28.00,27.25,27.00,0.43,NJ,2010
DRG_NoPOA,1093504,0,999.00,524.01,1.00,269.98,NJ,2010
DXCCS1,1093499,5,670.00,181.49,1.00,143.35,NJ,2010
DXCCS2,1035377,58127,670.00,166.99,1.00,154.75,NJ,2010
DXCCS3,927327,166177,670.00,170.46,1.00,163.31,NJ,2010
DXCCS4,831134,262370,670.00,169.96,1.00,166.42,NJ,2010
DXCCS5,741616,351888,670.00,170.09,1.00,168.26,NJ,2010
DXCCS6,658290,435214,670.00,170.67,1.00,168.84,NJ,2010
DXCCS7,580226,513278,670.00,171.92,1.00,169.12,NJ,2010
DXCCS8,508306,585198,670.00,172.86,1.00,168.32,NJ,2010
DXCCS9,441242,652262,670.00,174.11,1.00,167.95,NJ,2010
DXCCS10,352544,740960,670.00,175.45,1.00,167.38,NJ,2010
DXCCS11,306236,787268,670.00,176.11,1.00,166.17,NJ,2010
DXCCS12,263843,829661,670.00,176.14,1.00,164.86,NJ,2010
DXCCS13,226222,867282,670.00,177.37,1.00,164.72,NJ,2010
DXCCS14,181415,912089,670.00,174.54,1.00,161.92,NJ,2010
DXCCS15,149254,944250,670.00,175.66,1.00,161.92,NJ,2010
DXCCS16,110332,983172,670.00,176.14,1.00,161.59,NJ,2010
DXCCS17,92939,1000565,670.00,178.20,1.00,163.00,NJ,2010
DXCCS18,77393,1016111,670.00,176.74,1.00,160.34,NJ,2010
DXCCS19,62497,1031007,670.00,177.53,1.00,160.02,NJ,2010
