field,count,count_null,max,mean,min,stddev_samp,state,year
ADRG,310457,329626,579.00,300.31,1.00,165.82,KY,2007
AGE,640083,0,109.00,48.70,0.00,26.92,KY,2007
AGEDAY,63870,576213,364.00,17.19,0.00,58.98,KY,2007
AGEMONTH,79986,560097,131.00,11.91,0.00,27.96,KY,2007
AMONTH,640083,0,12.00,6.41,1.00,3.46,KY,2007
ASOURCE,530331,109752,5.00,3.16,1.00,1.94,KY,2007
ATYPE,639613,470,5.00,2.08,1.00,1.05,KY,2007
AWEEKEND,640083,0,1.00,0.19,0.00,0.39,KY,2007
DIED,640083,0,1.00,0.02,0.00,0.14,KY,2007
DISPUB04,640083,0,66.00,4.46,1.00,11.70,KY,2007
DISPUNIFORM,640083,0,99.00,2.43,1.00,3.30,KY,2007
DQTR,640083,0,4.00,2.47,1.00,1.12,KY,2007
DRG,640083,0,989.00,353.68,1.00,216.61,KY,2007
DRG24,640083,0,579.00,301.72,1.00,164.22,KY,2007
DRGVER,640083,0,25.00,24.24,24.00,0.43,KY,2007
DXCCS1,640083,0,670.00,184.16,1.00,142.20,KY,2007
DXCCS2,603470,36613,670.00,169.99,1.00,155.33,KY,2007
DXCCS3,543307,96776,670.00,172.69,1.00,162.96,KY,2007
DXCCS4,483819,156264,670.00,174.54,1.00,168.29,KY,2007
DXCCS5,427560,212523,670.00,176.69,1.00,171.98,KY,2007
DXCCS6,371004,269079,670.00,177.85,1.00,173.29,KY,2007
DXCCS7,321617,318466,670.00,180.31,1.00,175.05,KY,2007
DXCCS8,275681,364402,670.00,182.06,1.00,175.43,KY,2007
DXCCS9,228801,411282,670.00,183.00,1.00,175.32,KY,2007
E_CCS1,63347,576736,2621.00,2507.77,662.00,438.87,KY,2007
E_CCS2,3721,636362,2621.00,2449.79,662.00,548.49,KY,2007
E_CCS3,321,639762,2621.00,2183.48,662.00,812.10,KY,2007
E_CCS4,41,640042,2621.00,2330.76,662.00,699.54,KY,2007
HCUP_ED,640083,0,4.00,0.63,0.00,0.97,KY,2007
HCUP_OS,640083,0,1.00,0.06,0.00,0.24,KY,2007
HOSPBRTH,640083,0,1.00,0.08,0.00,0.28,KY,2007
LOS,640076,7,362.00,4.80,0.00,6.71,KY,2007
LOS_X,640083,0,644.00,4.80,0.00,6.93,KY,2007
MDC,640083,0,25.00,9.57,0.00,5.73,KY,2007
MDC24,640083,0,25.00,9.57,0.00,5.73,KY,2007
MDNUM1_R,623124,16959,22518.00,7378.93,2.00,6473.97,KY,2007
MDNUM2_R,364936,275147,22830.00,7553.80,2.00,6287.85,KY,2007
MDNUM3_R,183460,456623,22940.00,7088.67,2.00,6133.75,KY,2007
MDNUM4_R,17960,622123,22953.00,7735.28,6.00,7244.10,KY,2007
MEDINCSTQ,624839,15244,4.00,2.30,1.00,1.11,KY,2007
NDX,640083,0,9.00,6.09,1.00,2.79,KY,2007
NECODE,640083,0,5.00,0.11,0.00,0.33,KY,2007
NEOMAT,640083,0,3.00,0.28,0.00,0.61,KY,2007
NPR,640083,0,6.00,1.30,0.00,1.66,KY,2007
PAY1,640083,0,6.00,2.34,1.00,1.52,KY,2007
PAY2,265376,374707,6.00,3.01,1.00,1.44,KY,2007
PL_CBSA,638710,1373,2.00,1.26,0.00,0.85,KY,2007
PL_MSA1993,638710,1373,1.00,0.46,0.00,0.50,KY,2007
PL_NCHS2006,638710,1373,6.00,3.82,1.00,1.86,KY,2007
PL_RUCA10_2005,624843,15240,10.00,4.24,1.00,3.37,KY,2007
PL_RUCA2005,624843,15240,10.60,4.32,1.00,3.47,KY,2007
PL_RUCA4_2005,624843,15240,4.00,2.00,1.00,1.11,KY,2007
PL_RUCC2003,638710,1373,9.00,4.02,1.00,2.79,KY,2007
PL_UIC2003,638710,1373,12.00,4.47,1.00,3.60,KY,2007
PL_UR_CAT4,638710,1373,4.00,2.43,1.00,1.19,KY,2007
PRCCS1,361048,279035,231.00,118.52,1.00,60.40,KY,2007
PRCCS2,204995,435088,231.00,117.13,1.00,66.03,KY,2007
PRCCS3,119611,520472,231.00,109.32,1.00,67.64,KY,2007
PRCCS4,70857,569226,231.00,112.03,1.00,69.85,KY,2007
PRCCS5,46168,593915,231.00,110.26,1.00,73.17,KY,2007
PRCCS6,32488,607595,231.00,107.50,1.00,72.24,KY,2007
PRDAY1,361028,279055,263.00,1.41,-4.00,3.18,KY,2007
PRDAY2,204978,435105,263.00,1.58,-4.00,3.47,KY,2007
PRDAY3,119600,520483,221.00,1.92,-4.00,3.99,KY,2007
PRDAY4,70847,569236,267.00,2.32,-4.00,4.91,KY,2007
PRDAY5,46159,593924,221.00,2.70,-4.00,5.59,KY,2007
PRDAY6,32483,607600,221.00,3.02,-4.00,6.05,KY,2007
PROCTYPE,640083,0,1.00,0.56,0.00,0.50,KY,2007
PSTCO2,638713,1370,78010.00,21753.44,1005.00,4258.73,KY,2007
ZIPINC_QRTL,624839,15244,4.00,1.73,1.00,0.93,KY,2007
AYEAR,640083,0,2007.00,2006.99,2005.00,0.11,KY,2007
DMONTH,640083,0,12.00,6.42,1.00,3.45,KY,2007
BMONTH,640083,0,12.00,6.51,1.00,3.43,KY,2007
BYEAR,640083,0,2007.00,1957.82,1897.00,27.00,KY,2007
PRMONTH1,361028,279055,12.00,6.47,1.00,3.43,KY,2007
PRMONTH2,204978,435105,12.00,6.40,1.00,3.43,KY,2007
PRMONTH3,119600,520483,12.00,6.37,1.00,3.43,KY,2007
PRMONTH4,70847,569236,12.00,6.34,1.00,3.43,KY,2007
PRMONTH5,46159,593924,12.00,6.33,1.00,3.43,KY,2007
PRMONTH6,32483,607600,12.00,6.33,1.00,3.43,KY,2007
PRYEAR1,361028,279055,2007.00,2006.99,2006.00,0.09,KY,2007
PRYEAR2,204978,435105,2007.00,2006.99,2006.00,0.10,KY,2007
PRYEAR3,119600,520483,2007.00,2006.99,2005.00,0.11,KY,2007
PRYEAR4,70847,569236,2007.00,2006.99,2006.00,0.12,KY,2007
PRYEAR5,46159,593924,2007.00,2006.98,2006.00,0.13,KY,2007
PRYEAR6,32483,607600,2007.00,2006.98,2006.00,0.13,KY,2007
