field,count,count_null,max,mean,min,stddev_samp,state,year
AGEDAY,21245,113135,364.00,11.78,0.00,49.36,HI,2006
AGEMONTH,24305,110075,131.00,7.39,0.00,22.64,HI,2006
AMONTH,134380,0,12.00,6.44,1.00,3.46,HI,2006
ASOURCE,130173,4207,5.00,3.17,1.00,1.90,HI,2006
ATYPE,133350,1030,4.00,2.03,1.00,1.07,HI,2006
AWEEKEND,134380,0,1.00,0.21,0.00,0.41,HI,2006
BWT,19297,115083,8125.00,3228.83,241.00,605.08,HI,2006
DIED,134380,0,1.00,0.03,0.00,0.17,HI,2006
DISPUB92,134380,0,72.00,3.01,1.00,8.78,HI,2006
DISPUNIFORM,134380,0,99.00,1.99,1.00,3.37,HI,2006
DQTR,134380,0,4.00,2.48,1.00,1.12,HI,2006
DRG,134380,0,579.00,300.30,1.00,148.98,HI,2006
DRG18,134380,0,511.00,274.14,1.00,138.27,HI,2006
DRG24,134380,0,579.00,309.35,1.00,153.98,HI,2006
DRGVER,134380,0,24.00,23.25,23.00,0.43,HI,2006
DXCCS1,134378,2,259.00,151.80,1.00,64.62,HI,2006
DXCCS2,124339,10041,259.00,126.91,1.00,70.52,HI,2006
DXCCS3,103357,31023,259.00,121.03,1.00,68.25,HI,2006
DXCCS4,85826,48554,259.00,118.49,1.00,67.37,HI,2006
DXCCS5,70424,63956,259.00,116.49,1.00,67.34,HI,2006
DXCCS6,57364,77016,259.00,115.76,1.00,67.65,HI,2006
DXCCS7,45926,88454,259.00,114.83,1.00,68.18,HI,2006
DXCCS8,36273,98107,259.00,114.60,1.00,68.39,HI,2006
DXCCS9,28473,105907,259.00,114.08,1.00,68.68,HI,2006
DXCCS10,22172,112208,259.00,113.02,1.00,69.99,HI,2006
DXCCS11,17095,117285,259.00,112.86,1.00,70.72,HI,2006
DXCCS12,13173,121207,259.00,114.03,1.00,71.60,HI,2006
DXCCS13,10122,124258,259.00,113.56,1.00,70.94,HI,2006
DXCCS14,7764,126616,259.00,113.37,1.00,71.62,HI,2006
DXCCS15,5963,128417,259.00,114.38,1.00,72.96,HI,2006
DXCCS16,4605,129775,259.00,113.84,1.00,72.28,HI,2006
DXCCS17,3544,130836,259.00,115.12,1.00,74.03,HI,2006
DXCCS18,2717,131663,259.00,113.91,1.00,74.05,HI,2006
DXCCS19,2028,132352,259.00,112.25,1.00,74.43,HI,2006
DXCCS20,1446,132934,259.00,113.45,1.00,75.94,HI,2006
