field,count,count_null,max,mean,min,stddev_samp,state,year
SEX,131196,5,2.00,1.55,1.00,0.50,HI,1996
RACE,120879,10322,6.00,3.13,1.00,1.63,HI,1996
DQTR,131201,0,4.00,2.47,1.00,1.11,HI,1996
LOS,131075,126,2746.00,5.65,0.00,22.63,HI,1996
DISP,131201,0,20.00,1.66,1.00,2.97,HI,1996
DIED,131201,0,1.00,0.02,0.00,0.15,HI,1996
ATYPE,130752,449,4.00,2.10,1.00,1.00,HI,1996
ASOURCE,127661,3540,5.00,3.34,1.00,1.85,HI,1996
NDX,131201,0,11.00,4.12,1.00,2.64,HI,1996
DXV1,131196,5,0.00,0.00,0.00,0.00,HI,1996
DCCHPR1,131201,0,259.00,151.27,1.00,65.10,HI,1996
NPR,131201,0,10.00,1.65,0.00,1.89,HI,1996
PRV1,90396,40805,1.00,0.00,0.00,0.00,HI,1996
PCCHPR1,90395,40806,231.00,122.61,1.00,58.89,HI,1996
DRG,131201,0,494.00,274.67,1.00,137.75,HI,1996
MDC,131201,0,25.00,10.24,1.00,5.50,HI,1996
DRGVER,131201,0,14.00,13.24,13.00,0.43,HI,1996
DRG10,131201,0,492.00,271.60,1.00,135.97,HI,1996
MDC10,131201,0,25.00,10.24,0.00,5.50,HI,1996
PAY1,131091,110,6.00,2.93,1.00,1.60,HI,1996
DSNUM,131201,0,21.00,21.00,21.00,0.00,HI,1996
DSTYPE,131201,0,2.00,2.00,2.00,0.00,HI,1996
ADAYWK,131201,0,7.00,4.02,1.00,1.85,HI,1996
AMONTH,131201,0,12.00,6.39,1.00,3.44,HI,1996
LOS_X,131201,0,2746.00,5.68,0.00,23.44,HI,1996
NEOMAT,131201,0,3.00,0.45,0.00,0.73,HI,1996
DXSYS,131201,0,1.00,1.00,1.00,0.00,HI,1996
DSNDX,131201,0,11.00,11.00,11.00,0.00,HI,1996
PRSYS,131201,0,1.00,1.00,1.00,0.00,HI,1996
DSNPR,131201,0,10.00,10.00,10.00,0.00,HI,1996
