field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,773172,300,119.00,48.95,0.00,26.48,MD,2009
AGEDAY,78293,695179,364.00,12.38,0.00,50.07,MD,2009
AGEMONTH,93262,680210,131.00,9.42,0.00,25.06,MD,2009
AMONTH,773472,0,12.00,6.46,1.00,3.44,MD,2009
ASOURCE,771946,1526,5.00,4.83,2.00,0.65,MD,2009
ATYPE,773055,417,6.00,1.83,1.00,1.23,MD,2009
AWEEKEND,773472,0,1.00,0.20,0.00,0.40,MD,2009
BWT,72572,700900,8055.00,3231.00,228.00,632.25,MD,2009
DIED,773277,195,1.00,0.02,0.00,0.13,MD,2009
DISPUNIFORM,773277,195,20.00,2.25,1.00,2.97,MD,2009
DQTR,773472,0,4.00,2.49,1.00,1.12,MD,2009
DRG,773472,0,999.00,529.18,1.00,273.56,MD,2009
DRG24,773472,0,579.00,307.88,1.00,163.37,MD,2009
DRGVER,773472,0,27.00,26.25,26.00,0.43,MD,2009
DRG_NoPOA,773472,0,999.00,529.05,1.00,273.51,MD,2009
DXCCS1,773366,106,670.00,179.97,1.00,139.18,MD,2009
DXCCS2,757764,15708,670.00,164.12,1.00,149.37,MD,2009
DXCCS3,716138,57334,670.00,165.79,1.00,156.93,MD,2009
DXCCS4,667019,106453,670.00,168.55,1.00,162.35,MD,2009
DXCCS5,614766,158706,670.00,170.88,1.00,165.78,MD,2009
DXCCS6,562833,210639,670.00,174.07,1.00,168.40,MD,2009
DXCCS7,511900,261572,670.00,176.06,1.00,169.47,MD,2009
DXCCS8,462941,310531,670.00,176.53,1.00,168.68,MD,2009
DXCCS9,416203,357269,670.00,177.58,1.00,167.98,MD,2009
DXCCS10,371812,401660,670.00,178.30,1.00,166.57,MD,2009
DXCCS11,330741,442731,670.00,178.60,1.00,165.20,MD,2009
DXCCS12,291831,481641,670.00,179.12,1.00,164.27,MD,2009
DXCCS13,256865,516607,670.00,178.59,1.00,161.97,MD,2009
DXCCS14,224732,548740,670.00,179.02,1.00,161.27,MD,2009
DXCCS15,195873,577599,670.00,178.75,1.00,159.28,MD,2009
DXCCS16,169868,603604,670.00,179.42,1.00,158.54,MD,2009
DXCCS17,146310,627162,670.00,179.57,1.00,157.84,MD,2009
DXCCS18,126061,647411,670.00,179.28,1.00,156.72,MD,2009
DXCCS19,108208,665264,670.00,179.24,1.00,155.52,MD,2009
DXCCS20,92420,681052,670.00,178.54,1.00,153.84,MD,2009
DXCCS21,78646,694826,670.00,179.43,1.00,154.01,MD,2009
DXCCS22,66919,706553,670.00,179.78,1.00,152.67,MD,2009
DXCCS23,56663,716809,670.00,178.54,1.00,150.90,MD,2009
