field,count,count_null,max,mean,min,stddev_samp,state,year
HOSPID,125071,1825,15025.00,15013.58,15001.00,6.77,HI,1998
AGEDAY,19665,107231,364.00,13.37,0.00,52.24,HI,1998
AGEMONTH,23707,103189,131.00,9.87,0.00,25.38,HI,1998
AMONTH,126896,0,12.00,6.44,1.00,3.47,HI,1998
ASOURCE,124001,2895,5.00,3.25,1.00,1.90,HI,1998
ATYPE,126733,163,4.00,2.07,1.00,1.01,HI,1998
AWEEKEND,126896,0,1.00,0.21,0.00,0.41,HI,1998
BWT,13670,113226,5963.00,3219.93,255.00,617.43,HI,1998
DIED,126608,288,1.00,0.02,0.00,0.15,HI,1998
DISPUB92,126896,0,41.00,1.82,1.00,3.56,HI,1998
DISPUNIFORM,126608,288,20.00,1.80,1.00,3.08,HI,1998
DQTR,126896,0,4.00,2.49,1.00,1.12,HI,1998
DRG,126896,0,511.00,271.52,1.00,142.10,HI,1998
DRG10,126896,0,492.00,263.87,1.00,137.46,HI,1998
DRG18,126896,0,511.00,271.51,1.00,142.14,HI,1998
DRGVER,126896,0,16.00,15.25,15.00,0.43,HI,1998
DXCCS1,126887,9,259.00,149.78,1.00,65.10,HI,1998
DXCCS2,113512,13384,2621.00,166.73,1.00,313.12,HI,1998
DXCCS3,91574,35322,2621.00,174.55,1.00,366.85,HI,1998
DXCCS4,71351,55545,2621.00,190.34,1.00,426.60,HI,1998
DXCCS5,54383,72513,2621.00,209.45,1.00,480.92,HI,1998
DXCCS6,39978,86918,2621.00,228.70,1.00,529.08,HI,1998
DXCCS7,29535,97361,2621.00,255.08,1.00,581.66,HI,1998
DXCCS8,21485,105411,2621.00,270.66,1.00,614.09,HI,1998
DXCCS9,12898,113998,2621.00,343.85,1.00,727.98,HI,1998
DXCCS10,8281,118615,2621.00,363.73,1.00,756.13,HI,1998
DXCCS11,703,126193,2621.00,2612.65,2601.00,6.21,HI,1998
FEMALE,126896,0,1.00,0.56,0.00,0.50,HI,1998
LOS,126862,34,362.00,5.25,0.00,10.32,HI,1998
LOS_X,126896,0,3786.00,5.52,0.00,22.84,HI,1998
MDC,126896,0,25.00,9.92,1.00,5.48,HI,1998
MDC10,126896,0,25.00,9.91,1.00,5.48,HI,1998
MDC18,126896,0,25.00,9.92,1.00,5.48,HI,1998
NDX,126896,0,11.00,4.50,1.00,2.64,HI,1998
NEOMAT,126896,0,3.00,0.44,0.00,0.73,HI,1998
NPR,126896,0,10.00,1.68,0.00,1.87,HI,1998
PAY1,126299,597,6.00,2.79,1.00,1.50,HI,1998
PRCCS1,88898,37998,231.00,125.62,1.00,60.07,HI,1998
PRCCS2,53430,73466,231.00,131.79,1.00,60.50,HI,1998
PRCCS3,30653,96243,231.00,129.25,1.00,62.87,HI,1998
PRCCS4,16655,110241,231.00,134.38,1.00,66.55,HI,1998
PRCCS5,8999,117897,231.00,134.59,1.00,70.52,HI,1998
PRCCS6,5536,121360,231.00,139.58,1.00,71.62,HI,1998
PRCCS7,3590,123306,231.00,148.99,2.00,70.88,HI,1998
PRCCS8,2513,124383,231.00,154.39,1.00,70.20,HI,1998
PRCCS9,1808,125088,231.00,153.87,3.00,69.53,HI,1998
PRCCS10,1286,125610,231.00,155.16,4.00,68.90,HI,1998
PRDAY1,88887,38009,275.00,1.32,-3.00,4.40,HI,1998
PRDAY2,53421,73475,365.00,1.68,-3.00,5.47,HI,1998
PRDAY3,30647,96249,365.00,2.26,-3.00,7.03,HI,1998
PRDAY4,16647,110249,365.00,3.16,-3.00,8.46,HI,1998
PRDAY5,8992,117904,365.00,4.30,-3.00,11.68,HI,1998
PRDAY6,5530,121366,307.00,5.96,-3.00,13.86,HI,1998
PRDAY7,3583,123313,349.00,7.40,-3.00,18.50,HI,1998
PRDAY8,2504,124392,343.00,8.54,-3.00,20.28,HI,1998
PRDAY9,1803,125093,303.00,9.49,-3.00,20.98,HI,1998
PRDAY10,1280,125616,300.00,10.96,-3.00,24.43,HI,1998
RACE,118819,8077,6.00,3.22,1.00,1.56,HI,1998
TOTCHG,112605,14291,989281.00,13981.35,25.00,30566.52,HI,1998
AGEGROUP,126860,36,19.00,9.19,1.00,5.56,HI,1998
AYEAR,126896,0,1998.00,1997.99,1988.00,0.13,HI,1998
DMONTH,126896,0,12.00,6.45,1.00,3.46,HI,1998
BMONTH,126896,0,12.00,6.49,1.00,3.46,HI,1998
BYEAR,126896,0,1998.00,1954.89,1891.00,28.42,HI,1998
PRMONTH1,88887,38009,12.00,6.45,1.00,3.45,HI,1998
PRMONTH2,53421,73475,12.00,6.46,1.00,3.45,HI,1998
