field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,375628,44,110.00,50.02,0.00,26.67,MS,2010
AGEDAY,30039,345633,364.00,23.66,0.00,69.17,MS,2010
AGEMONTH,40289,335383,131.00,14.44,0.00,29.79,MS,2010
AHOUR,375651,21,2300.00,1227.76,0.00,600.44,MS,2010
AMONTH,375670,2,12.00,6.66,1.00,3.40,MS,2010
ASOURCE,130730,244942,5.00,4.23,1.00,1.45,MS,2010
ATYPE,372475,3197,5.00,2.03,1.00,1.02,MS,2010
AWEEKEND,375670,2,1.00,0.18,0.00,0.38,MS,2010
DHOUR,375642,30,2300.00,1298.24,0.00,383.34,MS,2010
DIED,375123,549,1.00,0.02,0.00,0.15,MS,2010
DISPUB04,375123,549,70.00,5.84,1.00,14.26,MS,2010
DISPUNIFORM,375123,549,99.00,2.58,1.00,3.44,MS,2010
DQTR,375672,0,4.00,2.56,1.00,1.10,MS,2010
DRG,375672,0,999.00,533.82,2.00,279.75,MS,2010
DRG24,375672,0,579.00,298.24,1.00,162.02,MS,2010
DRGVER,375672,0,28.00,27.26,27.00,0.44,MS,2010
DRG_NoPOA,375672,0,999.00,525.41,2.00,275.40,MS,2010
DXCCS1,375567,105,670.00,188.62,1.00,152.83,MS,2010
DXCCS2,355323,20349,670.00,174.10,1.00,160.53,MS,2010
DXCCS3,320328,55344,670.00,171.10,1.00,162.46,MS,2010
DXCCS4,284538,91134,670.00,167.84,1.00,162.83,MS,2010
DXCCS5,250278,125394,670.00,167.65,1.00,164.33,MS,2010
DXCCS6,218107,157565,670.00,168.60,1.00,164.85,MS,2010
DXCCS7,188333,187339,670.00,170.28,1.00,165.64,MS,2010
DXCCS8,161356,214316,670.00,172.77,1.00,165.98,MS,2010
DXCCS9,137400,238272,670.00,173.45,1.00,164.13,MS,2010
DXCCS10,114624,261048,670.00,174.51,1.00,163.34,MS,2010
DXCCS11,95212,280460,670.00,175.51,1.00,162.62,MS,2010
DaysToEvent,337265,38407,18620.00,15423.88,-3442.00,1739.87,MS,2010
E_CCS1,34822,340850,2621.00,2543.49,662.00,361.44,MS,2010
E_CCS2,4424,371248,2621.00,2562.82,662.00,312.01,MS,2010
E_CCS3,1053,374619,2621.00,2554.14,662.00,351.03,MS,2010
E_CCS4,193,375479,2621.00,2537.25,662.00,390.99,MS,2010
E_CCS5,62,375610,2621.00,2555.97,662.00,348.63,MS,2010
E_CCS6,5,375667,2621.00,2620.00,2617.00,1.73,MS,2010
FEMALE,375606,66,1.00,0.60,0.00,0.49,MS,2010
HCUP_ED,375672,0,4.00,0.55,0.00,0.73,MS,2010
HCUP_OS,375672,0,1.00,0.04,0.00,0.20,MS,2010
HOSPBRTH,375672,0,1.00,0.07,0.00,0.25,MS,2010
LOS,375644,28,346.00,5.28,0.00,8.00,MS,2010
LOS_X,375669,3,2267.00,5.35,0.00,12.87,MS,2010
MDC,375672,0,25.00,9.56,0.00,5.92,MS,2010
MDC24,375672,0,25.00,9.75,0.00,5.86,MS,2010
MDC_NoPOA,375672,0,25.00,9.75,0.00,5.86,MS,2010
MDNUM1_R,375669,3,6166.00,1404.96,1.00,981.31,MS,2010
MDNUM2_R,31846,343826,6173.00,2249.15,2.00,1875.11,MS,2010
MEDINCSTQ,366835,8837,4.00,2.36,1.00,1.10,MS,2010
MRN_R,372587,3085,345512.00,180609.54,1.00,102509.73,MS,2010
NCHRONIC,375672,0,11.00,3.36,0.00,2.59,MS,2010
NDX,375672,0,11.00,6.66,1.00,3.43,MS,2010
