field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,288071,13,107.00,52.08,0.00,26.83,WV,2003
AGEDAY,24539,263545,364.00,20.94,0.00,64.75,WV,2003
AGEMONTH,32074,256010,131.00,13.07,0.00,28.05,WV,2003
AMONTH,288084,0,12.00,6.52,1.00,3.46,WV,2003
ASOURCE,287979,105,5.00,2.92,1.00,1.96,WV,2003
ATYPE,287253,831,4.00,1.89,1.00,0.98,WV,2003
AWEEKEND,288084,0,1.00,0.20,0.00,0.40,WV,2003
DIED,288058,26,1.00,0.03,0.00,0.16,WV,2003
DISPUB92,288058,26,72.00,3.11,1.00,8.71,WV,2003
DISPUNIFORM,288058,26,99.00,2.19,1.00,3.34,WV,2003
DQTR,288084,0,4.00,2.51,1.00,1.12,WV,2003
DRG,288084,0,540.00,245.98,1.00,144.59,WV,2003
DRG18,288084,0,511.00,232.38,1.00,137.90,WV,2003
DRGVER,288084,0,21.00,20.25,20.00,0.44,WV,2003
DXCCS1,288015,69,259.00,140.98,1.00,60.25,WV,2003
DXCCS2,266373,21711,259.00,122.24,1.00,59.88,WV,2003
DXCCS3,236922,51162,259.00,117.12,1.00,59.86,WV,2003
DXCCS4,207499,80585,259.00,113.83,1.00,60.07,WV,2003
DXCCS5,176903,111181,259.00,112.30,1.00,60.30,WV,2003
DXCCS6,144333,143751,259.00,112.00,1.00,60.68,WV,2003
DXCCS7,118773,169311,259.00,111.69,1.00,60.92,WV,2003
DXCCS8,95402,192682,259.00,112.70,1.00,61.71,WV,2003
DXCCS9,74767,213317,259.00,113.35,1.00,61.88,WV,2003
E_CCS1,17489,270595,2621.00,2611.42,2601.00,6.09,WV,2003
E_CCS2,2520,285564,2621.00,2614.92,2601.00,6.27,WV,2003
E_CCS3,268,287816,2621.00,2615.27,2601.00,6.07,WV,2003
E_CCS4,27,288057,2621.00,2617.07,2613.00,3.70,WV,2003
LOS,288066,18,361.00,4.57,0.00,5.67,WV,2003
LOS_X,288084,0,760.00,4.61,0.00,7.50,WV,2003
MDC,288084,0,24.00,8.54,0.00,5.26,WV,2003
MDC18,288084,0,24.00,8.54,0.00,5.26,WV,2003
MDNUM1_R,270085,17999,3191.00,1625.56,1.00,939.66,WV,2003
MDNUM2_R,114971,173113,3887.00,1762.96,1.00,1047.17,WV,2003
NDX,288084,0,9.00,5.59,1.00,2.74,WV,2003
NECODE,288084,0,5.00,0.11,0.00,0.35,WV,2003
NEOMAT,288084,0,3.00,0.23,0.00,0.57,WV,2003
NPR,288084,0,6.00,1.15,0.00,1.58,WV,2003
PAY1,285789,2295,6.00,2.11,1.00,1.31,WV,2003
PAY2,61870,226214,6.00,3.68,3.00,0.93,WV,2003
PL_CBSA,286270,1814,2.00,1.23,0.00,0.84,WV,2003
PL_MSA1993,286312,1772,1.00,0.41,0.00,0.49,WV,2003
PL_RUCA4,282362,5722,4.00,2.26,1.00,1.20,WV,2003
PL_UR_CAT4,286312,1772,4.00,2.75,1.00,0.87,WV,2003
PL_UR_CAT5,286312,1772,5.00,2.82,1.00,1.00,WV,2003
PRCCS1,143975,144109,231.00,116.61,1.00,61.87,WV,2003
PRCCS2,83314,204770,231.00,117.11,1.00,65.35,WV,2003
PRCCS3,48785,239299,231.00,109.96,1.00,67.88,WV,2003
PRCCS4,27159,260925,231.00,112.78,1.00,71.33,WV,2003
PRCCS5,17309,270775,231.00,108.52,1.00,74.38,WV,2003
PRCCS6,10132,277952,231.00,125.18,1.00,79.10,WV,2003
TOTCHG,287903,181,933873.00,11209.85,30.00,17257.99,WV,2003
AYEAR,288084,0,2003.00,2002.99,2001.00,0.11,WV,2003
DMONTH,288084,0,12.00,6.52,1.00,3.46,WV,2003
BMONTH,288084,0,12.00,6.47,1.00,3.41,WV,2003
BYEAR,288084,0,2003.00,1950.46,1895.00,26.90,WV,2003
