field,count,count_null,max,mean,min,stddev_samp,state,year
AGEDAY,76703,548918,364.00,15.10,0.00,55.55,WI,1994
SEX,625518,103,2.00,1.57,1.00,0.49,WI,1994
RACE,608893,16728,6.00,1.19,1.00,0.65,WI,1994
DQTR,625621,0,4.00,2.49,1.00,1.12,WI,1994
LOS,625144,477,6846.00,5.55,0.00,24.39,WI,1994
DISP,625621,0,20.00,2.02,1.00,3.06,WI,1994
DIED,625621,0,1.00,0.02,0.00,0.15,WI,1994
ATYPE,625621,0,4.00,2.22,1.00,0.91,WI,1994
ASOURCE,622250,3371,5.00,3.54,1.00,1.88,WI,1994
NDX,625621,0,10.00,4.20,0.00,2.51,WI,1994
DXV1,625504,117,1.00,0.00,0.00,0.00,WI,1994
DCCHPR1,625614,7,259.00,147.30,1.00,65.53,WI,1994
NPR,625621,0,6.00,1.30,0.00,1.47,WI,1994
PRV1,385888,239733,1.00,0.00,0.00,0.02,WI,1994
PCCHPR1,385704,239917,231.00,124.27,1.00,60.55,WI,1994
DRG,625621,0,495.00,270.41,1.00,138.48,WI,1994
MDC,625621,0,25.00,10.33,0.00,5.80,WI,1994
DRGVER,625621,0,12.00,11.25,11.00,0.43,WI,1994
DRG10,625621,0,492.00,267.52,1.00,136.86,WI,1994
MDC10,625621,0,25.00,10.33,0.00,5.80,WI,1994
PAY1,622245,3376,6.00,2.33,1.00,1.27,WI,1994
DSNUM,625621,0,7.00,7.00,7.00,0.00,WI,1994
DSTYPE,625621,0,1.00,1.00,1.00,0.00,WI,1994
ADAYWK,625621,0,7.00,3.93,1.00,1.83,WI,1994
AMONTH,625621,0,12.00,6.46,1.00,3.45,WI,1994
LOS_X,625621,0,6846.00,5.57,0.00,24.50,WI,1994
NEOMAT,625621,0,3.00,0.35,0.00,0.67,WI,1994
DXSYS,625621,0,1.00,1.00,1.00,0.00,WI,1994
DSNDX,625621,0,10.00,10.00,10.00,0.00,WI,1994
PRSYS,625621,0,1.00,1.00,1.00,0.00,WI,1994
DSNPR,625621,0,6.00,6.00,6.00,0.00,WI,1994
PRDAY1,291562,334059,366.00,1.28,-3.00,3.36,WI,1994
PAY1_N,622245,3376,12.00,3.18,1.00,2.41,WI,1994
PAY2,315797,309824,6.00,3.12,1.00,0.82,WI,1994
PAY2_N,315797,309824,12.00,4.28,1.00,1.79,WI,1994
DXV3,424787,200834,0.00,0.00,0.00,0.00,WI,1994
DXV4,333449,292172,0.00,0.00,0.00,0.00,WI,1994
DXV5,256101,369520,1.00,0.00,0.00,0.00,WI,1994
DXV6,164188,461433,0.00,0.00,0.00,0.00,WI,1994
DXV7,121374,504247,0.00,0.00,0.00,0.00,WI,1994
DXV8,89899,535722,0.00,0.00,0.00,0.00,WI,1994
DXV9,63026,562595,0.00,0.00,0.00,0.00,WI,1994
DXV10,9347,616274,1.00,0.00,0.00,0.02,WI,1994
DCCHPR2,541101,84520,260.00,125.58,1.00,68.90,WI,1994
DCCHPR3,424929,200692,260.00,123.58,1.00,67.30,WI,1994
DCCHPR4,333536,292085,260.00,121.27,1.00,66.93,WI,1994
DCCHPR5,256149,369472,260.00,122.11,1.00,68.19,WI,1994
DCCHPR6,164205,461416,260.00,123.31,1.00,69.75,WI,1994
DCCHPR7,121386,504235,260.00,122.36,1.00,69.42,WI,1994
DCCHPR8,89906,535715,260.00,124.75,1.00,71.33,WI,1994
DCCHPR9,63033,562588,260.00,132.60,1.00,76.95,WI,1994
DCCHPR10,9344,616277,260.00,260.00,260.00,0.00,WI,1994
PRV2,210979,414642,1.00,0.00,0.00,0.06,WI,1994
PRV3,120253,505368,1.00,0.01,0.00,0.08,WI,1994
PRV4,49794,575827,1.00,0.01,0.00,0.07,WI,1994
PRV5,27886,597735,1.00,0.00,0.00,0.05,WI,1994
PRV6,17080,608541,1.00,0.00,0.00,0.05,WI,1994
PCCHPR2,210354,415267,231.00,125.40,1.00,62.39,WI,1994
PCCHPR3,119561,506060,231.00,123.45,1.00,66.39,WI,1994
PCCHPR4,49550,576071,231.00,124.03,1.00,68.99,WI,1994
PCCHPR5,27818,597803,231.00,127.61,1.00,72.38,WI,1994
