field,count,count_null,max,mean,min,stddev_samp,state,year
ADRG,158294,0,809.00,332.95,1.00,212.85,ME,1999
AGE,158268,26,108.00,50.42,0.00,27.38,ME,1999
AGEDAY,15378,142916,364.00,14.84,0.00,55.26,ME,1999
AGEMONTH,18988,139306,131.00,12.19,0.00,29.14,ME,1999
AMDC,158294,0,26.00,9.52,1.00,5.66,ME,1999
AMONTH,158294,0,12.00,6.44,1.00,3.45,ME,1999
AWEEKEND,158294,0,1.00,0.19,0.00,0.39,ME,1999
BWT,14489,143805,8778.00,2896.69,250.00,595.96,ME,1999
DIED,158294,0,1.00,0.03,0.00,0.16,ME,1999
DISPUB92,158294,0,20.00,2.34,1.00,3.30,ME,1999
DISPUNIFORM,158294,0,20.00,2.51,1.00,3.38,ME,1999
DQTR,158294,0,4.00,2.48,1.00,1.12,ME,1999
DRG,158294,0,511.00,254.38,1.00,141.29,ME,1999
DRG10,158294,0,492.00,248.23,1.00,136.68,ME,1999
DRG18,158294,0,511.00,254.37,1.00,141.29,ME,1999
DRGVER,158294,0,17.00,16.25,16.00,0.43,ME,1999
DXCCS1,158292,2,259.00,141.66,1.00,64.02,ME,1999
DXCCS2,144564,13730,2621.00,179.03,1.00,368.48,ME,1999
DXCCS3,125997,32297,2621.00,201.77,1.00,452.29,ME,1999
DXCCS4,106418,51876,2621.00,199.55,1.00,457.15,ME,1999
DXCCS5,87679,70615,2621.00,208.23,1.00,483.02,ME,1999
DXCCS6,69189,89105,2621.00,213.49,1.00,496.78,ME,1999
DXCCS7,54847,103447,2621.00,221.52,1.00,515.82,ME,1999
DXCCS8,42878,115416,2621.00,237.23,1.00,548.03,ME,1999
DXCCS9,32780,125514,2621.00,280.62,1.00,629.35,ME,1999
DXCCS10,16171,142123,2621.00,493.29,1.00,901.56,ME,1999
FEMALE,158291,3,1.00,0.57,0.00,0.50,ME,1999
LOS,158242,52,364.00,5.15,0.00,9.62,ME,1999
LOS_X,158284,10,7292.00,5.67,0.00,45.88,ME,1999
MDC,158294,0,25.00,9.51,0.00,5.66,ME,1999
MDC10,158294,0,25.00,9.51,0.00,5.66,ME,1999
MDC18,158294,0,25.00,9.51,0.00,5.66,ME,1999
NDX,158294,0,10.00,5.30,1.00,2.86,ME,1999
NEOMAT,158294,0,3.00,0.27,0.00,0.61,ME,1999
NPR,158294,0,10.00,1.38,0.00,1.76,ME,1999
PAY1,157096,1198,6.00,2.08,1.00,1.13,ME,1999
PRCCS1,92594,65700,231.00,121.57,1.00,61.94,ME,1999
PRCCS2,53551,104743,231.00,117.79,1.00,64.90,ME,1999
PRCCS3,31433,126861,231.00,113.83,1.00,69.06,ME,1999
PRCCS4,16906,141388,231.00,118.07,1.00,73.30,ME,1999
PRCCS5,10110,148184,231.00,116.55,1.00,75.81,ME,1999
PRCCS6,5689,152605,231.00,128.88,1.00,78.57,ME,1999
PRCCS7,1978,156316,231.00,124.92,1.00,79.02,ME,1999
PRCCS8,1357,156937,231.00,125.76,1.00,78.40,ME,1999
PRCCS9,980,157314,231.00,122.99,1.00,77.59,ME,1999
PRCCS10,678,157616,231.00,125.56,1.00,76.34,ME,1999
PRDAY1,92545,65749,155.00,1.24,-3.00,3.22,ME,1999
PRDAY2,53536,104758,155.00,1.47,-3.00,3.56,ME,1999
PRDAY3,31420,126874,156.00,1.89,-3.00,4.19,ME,1999
PRDAY4,16855,141439,286.00,2.60,-3.00,5.67,ME,1999
PRDAY5,10098,148196,286.00,3.59,-3.00,7.72,ME,1999
PRDAY6,5679,152615,286.00,5.05,-2.00,9.83,ME,1999
PRDAY7,1978,156316,139.00,6.79,0.00,10.87,ME,1999
PRDAY8,1356,156938,164.00,8.22,0.00,13.40,ME,1999
PRDAY9,978,157316,190.00,9.73,0.00,16.82,ME,1999
PRDAY10,678,157616,155.00,10.56,0.00,16.85,ME,1999
PSTCO,155791,2503,33000.00,23107.29,23001.00,960.59,ME,1999
TOTCHG,157910,384,910832.00,9763.12,26.00,16298.05,ME,1999
TOTCHG_X,157912,382,910832.00,9763.00,8.00,16297.99,ME,1999
YEAR,158294,0,1999.00,1999.00,1999.00,0.00,ME,1999
AYEAR,158294,0,1999.00,1998.98,1944.00,0.33,ME,1999
DMONTH,158294,0,12.00,6.45,1.00,3.45,ME,1999
PRMONTH1,92545,65749,12.00,6.45,1.00,3.42,ME,1999
PRMONTH2,53536,104758,12.00,6.43,1.00,3.42,ME,1999
PRMONTH3,31420,126874,12.00,6.42,1.00,3.42,ME,1999
PRMONTH4,16855,141439,12.00,6.43,1.00,3.43,ME,1999
PRMONTH5,10098,148196,12.00,6.47,1.00,3.42,ME,1999
PRMONTH6,5679,152615,12.00,6.41,1.00,3.45,ME,1999
