field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,103625,43,99.00,48.14,0.00,29.48,SD,2010
AGEDAY,13417,90251,364.00,17.77,0.00,59.95,SD,2010
AGEMONTH,16427,87241,131.00,10.84,0.00,27.09,SD,2010
AMONTH,103668,0,12.00,6.50,1.00,3.43,SD,2010
ATYPE,100480,3188,5.00,2.32,1.00,0.99,SD,2010
AWEEKEND,103668,0,1.00,0.18,0.00,0.38,SD,2010
DIED,103272,396,1.00,0.02,0.00,0.13,SD,2010
DISPUB04,103668,0,70.00,6.56,1.00,16.25,SD,2010
DISPUNIFORM,103668,0,21.00,2.28,1.00,3.12,SD,2010
DQTR,103668,0,4.00,2.50,1.00,1.12,SD,2010
DRG,103668,0,999.00,560.01,3.00,272.36,SD,2010
DRG24,103668,0,579.00,316.98,1.00,156.65,SD,2010
DRGVER,103668,0,28.00,27.25,27.00,0.43,SD,2010
DRG_NoPOA,103668,0,998.00,556.52,3.00,270.88,SD,2010
DXCCS1,103668,0,670.00,198.90,1.00,148.58,SD,2010
DXCCS2,96007,7661,670.00,167.76,1.00,168.64,SD,2010
DXCCS3,86420,17248,670.00,178.87,1.00,178.57,SD,2010
DXCCS4,77250,26418,670.00,180.90,1.00,179.11,SD,2010
DXCCS5,68781,34887,670.00,178.37,1.00,175.03,SD,2010
DXCCS6,60807,42861,670.00,175.68,1.00,169.62,SD,2010
DXCCS7,53596,50072,670.00,174.49,1.00,165.12,SD,2010
DXCCS8,46946,56722,670.00,175.96,1.00,163.30,SD,2010
DXCCS9,41031,62637,670.00,175.51,1.00,159.29,SD,2010
DXCCS10,35528,68140,670.00,175.97,1.00,157.45,SD,2010
DXCCS11,30694,72974,670.00,178.45,1.00,158.28,SD,2010
DXCCS12,26162,77506,670.00,177.44,1.00,154.58,SD,2010
DXCCS13,22184,81484,670.00,179.20,1.00,154.52,SD,2010
DXCCS14,18844,84824,670.00,178.58,1.00,151.05,SD,2010
DXCCS15,15818,87850,670.00,183.83,1.00,154.74,SD,2010
E_CCS2,9506,94162,2621.00,2505.14,662.00,451.95,SD,2010
E_CCS3,2518,101150,2621.00,2446.78,662.00,551.00,SD,2010
E_CCS4,865,102803,2621.00,2499.39,662.00,469.71,SD,2010
