field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,3816092,795,122.00,43.88,0.00,28.95,CA,2000
AGEDAY,597238,3219649,364.00,13.24,0.00,51.54,CA,2000
AGEMONTH,708948,3107939,131.00,9.72,0.00,26.06,CA,2000
AMONTH,3816887,0,12.00,6.49,1.00,3.47,CA,2000
ASCHED,3808467,8420,1.00,0.22,0.00,0.41,CA,2000
ASOURCE,3815705,1182,5.00,3.30,1.00,1.91,CA,2000
AWEEKEND,3816887,0,1.00,0.20,0.00,0.40,CA,2000
DIED,3816328,559,1.00,0.02,0.00,0.15,CA,2000
DISPUNIFORM,3816328,559,20.00,2.27,1.00,3.22,CA,2000
DNR,3816090,797,1.00,0.04,0.00,0.19,CA,2000
DQTR,3816887,0,4.00,2.50,1.00,1.12,CA,2000
DRG,3816887,0,511.00,277.29,1.00,139.52,CA,2000
DRG18,3816887,0,511.00,277.29,1.00,139.52,CA,2000
DRGVER,3816887,0,18.00,17.25,17.00,0.43,CA,2000
DXATADMIT1,3812801,4086,1.00,0.97,0.00,0.18,CA,2000
DXATADMIT2,3221492,595395,1.00,0.93,0.00,0.25,CA,2000
DXATADMIT3,2561717,1255170,1.00,0.93,0.00,0.26,CA,2000
DXATADMIT4,2042215,1774672,1.00,0.93,0.00,0.25,CA,2000
DXATADMIT5,1609254,2207633,1.00,0.93,0.00,0.25,CA,2000
DXATADMIT6,1247244,2569643,1.00,0.93,0.00,0.25,CA,2000
DXATADMIT7,952116,2864771,1.00,0.93,0.00,0.26,CA,2000
DXATADMIT8,717086,3099801,1.00,0.93,0.00,0.26,CA,2000
DXATADMIT9,535407,3281480,1.00,0.92,0.00,0.27,CA,2000
DXATADMIT10,394031,3422856,1.00,0.92,0.00,0.28,CA,2000
DXATADMIT11,290164,3526723,1.00,0.91,0.00,0.29,CA,2000
DXATADMIT12,212366,3604521,1.00,0.90,0.00,0.30,CA,2000
DXATADMIT13,154264,3662623,1.00,0.89,0.00,0.31,CA,2000
DXATADMIT14,109840,3707047,1.00,0.88,0.00,0.32,CA,2000
DXATADMIT15,77576,3739311,1.00,0.87,0.00,0.33,CA,2000
DXATADMIT16,46246,3770641,1.00,0.86,0.00,0.35,CA,2000
DXATADMIT17,33497,3783390,1.00,0.85,0.00,0.36,CA,2000
DXATADMIT18,24838,3792049,1.00,0.84,0.00,0.37,CA,2000
DXATADMIT19,18312,3798575,1.00,0.82,0.00,0.39,CA,2000
DXATADMIT20,13617,3803270,1.00,0.80,0.00,0.40,CA,2000
DXATADMIT21,9740,3807147,1.00,0.78,0.00,0.41,CA,2000
DXATADMIT22,7346,3809541,1.00,0.76,0.00,0.42,CA,2000
DXATADMIT23,5570,3811317,1.00,0.76,0.00,0.43,CA,2000
DXATADMIT24,4149,3812738,1.00,0.74,0.00,0.44,CA,2000
DXATADMIT25,2989,3813898,1.00,0.72,0.00,0.45,CA,2000
DXCCS1,3816770,117,259.00,152.08,1.00,64.75,CA,2000
DXCCS2,3266392,550495,2621.00,158.72,1.00,261.56,CA,2000
DXCCS3,2639672,1177215,2621.00,190.16,1.00,405.91,CA,2000
DXCCS4,2123083,1693804,2621.00,206.90,1.00,464.41,CA,2000
DXCCS5,1691031,2125856,2621.00,230.12,1.00,524.64,CA,2000
DXCCS6,1326612,2490275,2621.00,257.60,1.00,583.05,CA,2000
DXCCS7,1026226,2790661,2621.00,287.71,1.00,638.42,CA,2000
DXCCS8,783911,3032976,2621.00,319.86,1.00,689.91,CA,2000
DXCCS9,594064,3222823,2621.00,353.52,1.00,738.62,CA,2000
DXCCS10,443618,3373269,2621.00,385.68,1.00,780.74,CA,2000
DXCCS11,330370,3486517,2621.00,410.52,1.00,810.68,CA,2000
DXCCS12,244676,3572211,2621.00,435.43,1.00,839.57,CA,2000
DXCCS13,181505,3635382,2621.00,479.95,1.00,886.09,CA,2000
DXCCS14,134876,3682011,2621.00,567.61,1.00,965.99,CA,2000
DXCCS15,96169,3720718,2621.00,585.12,1.00,980.46,CA,2000
DXCCS16,55975,3760912,2621.00,534.18,1.00,936.79,CA,2000
DXCCS17,40624,3776263,2621.00,533.57,1.00,936.65,CA,2000
DXCCS18,30278,3786609,2621.00,543.57,1.00,945.30,CA,2000
DXCCS19,22641,3794246,2621.00,567.98,1.00,966.80,CA,2000
DXCCS20,16951,3799936,2621.00,580.28,1.00,976.66,CA,2000
DXCCS21,12182,3804705,2621.00,586.96,1.00,983.28,CA,2000
DXCCS22,9158,3807729,2621.00,579.31,1.00,976.53,CA,2000
DXCCS23,6995,3809892,2621.00,590.13,1.00,986.55,CA,2000
DXCCS24,5333,3811554,2621.00,637.33,1.00,1021.41,CA,2000
DXCCS25,3930,3812957,2621.00,675.77,1.00,1047.70,CA,2000
DXCCS26,1337,3815550,2621.00,2616.32,2602.00,4.87,CA,2000
DXCCS27,987,3815900,2621.00,2620.19,2601.00,2.38,CA,2000
DXCCS28,259,3816628,2621.00,2617.68,2601.00,4.20,CA,2000
DXCCS29,100,3816787,2621.00,2619.31,2603.00,2.62,CA,2000
DXCCS30,24,3816863,2621.00,2618.33,2614.00,2.35,CA,2000
FEMALE,3816394,493,1.00,0.59,0.00,0.49,CA,2000
LOS,3815355,1532,365.00,4.72,0.00,8.65,CA,2000
LOS_X,3816883,4,7283.00,5.16,0.00,28.67,CA,2000
MDC,3816887,0,25.00,10.33,0.00,5.64,CA,2000
MDC18,3816887,0,25.00,10.33,0.00,5.64,CA,2000
NDX,3816887,0,30.00,4.95,1.00,3.71,CA,2000
NEOMAT,3816887,0,3.00,0.44,0.00,0.73,CA,2000
NPR,3816887,0,21.00,1.54,0.00,2.02,CA,2000
PAY1,3814266,2621,6.00,2.33,1.00,1.23,CA,2000
PRCCS1,2376275,1440612,231.00,130.16,1.00,61.40,CA,2000
PRCCS2,1427682,2389205,231.00,134.61,1.00,63.75,CA,2000
PRCCS3,816972,2999915,231.00,133.19,1.00,67.86,CA,2000
PRCCS4,458539,3358348,231.00,135.57,1.00,71.41,CA,2000
PRCCS5,273349,3543538,231.00,136.62,1.00,74.96,CA,2000
PRCCS6,173131,3643756,231.00,145.38,1.00,75.76,CA,2000
PRCCS7,108381,3708506,231.00,151.22,1.00,74.71,CA,2000
PRCCS8,72069,3744818,231.00,154.67,1.00,73.87,CA,2000
PRCCS9,49744,3767143,231.00,157.32,1.00,73.18,CA,2000
PRCCS10,35276,3781611,231.00,159.25,1.00,72.62,CA,2000
PRCCS11,23944,3792943,231.00,160.70,1.00,71.97,CA,2000
PRCCS12,17805,3799082,231.00,161.57,1.00,71.51,CA,2000
PRCCS13,13267,3803620,231.00,161.17,1.00,71.53,CA,2000
PRCCS14,9660,3807227,231.00,159.46,1.00,71.83,CA,2000
PRCCS15,7020,3809867,231.00,160.28,1.00,71.46,CA,2000
PRCCS16,4618,3812269,231.00,158.23,1.00,72.84,CA,2000
PRCCS17,3527,3813360,231.00,157.62,1.00,73.09,CA,2000
PRCCS18,2762,3814125,231.00,155.99,1.00,73.00,CA,2000
PRCCS19,2176,3814711,231.00,156.75,1.00,72.76,CA,2000
PRCCS20,1730,3815157,231.00,156.39,2.00,73.00,CA,2000
PRCCS21,1352,3815535,231.00,155.83,1.00,72.87,CA,2000
PRDAY1,2375904,1440983,365.00,1.16,-4.00,3.87,CA,2000
PRDAY2,1427405,2389482,365.00,1.40,-4.00,4.55,CA,2000
PRDAY3,816796,3000091,365.00,1.85,-4.00,5.49,CA,2000
PRDAY4,458409,3358478,365.00,2.51,-4.00,6.84,CA,2000
PRDAY5,273275,3543612,348.00,3.31,-3.00,8.33,CA,2000
PRDAY6,173063,3643824,365.00,4.22,-4.00,9.82,CA,2000
PRDAY7,108328,3708559,365.00,5.45,-3.00,11.58,CA,2000
PRDAY8,72035,3744852,363.00,6.67,-3.00,13.53,CA,2000
PRDAY9,49715,3767172,363.00,7.89,-3.00,15.56,CA,2000
PRDAY10,35252,3781635,354.00,9.16,-3.00,17.05,CA,2000
PRDAY11,23923,3792964,349.00,10.53,-3.00,18.64,CA,2000
PRDAY12,17791,3799096,364.00,11.82,-3.00,20.21,CA,2000
PRDAY13,13257,3803630,335.00,13.24,-3.00,22.06,CA,2000
PRDAY14,9653,3807234,362.00,14.46,-3.00,23.52,CA,2000
PRDAY15,7012,3809875,362.00,16.40,-3.00,26.94,CA,2000
PRDAY16,4607,3812280,301.00,18.33,-3.00,28.63,CA,2000
PRDAY17,3517,3813370,278.00,19.48,-2.00,29.39,CA,2000
PRDAY18,2754,3814133,303.00,20.40,-2.00,30.35,CA,2000
PRDAY19,2171,3814716,331.00,22.36,-2.00,32.67,CA,2000
PRDAY20,1725,3815162,331.00,24.37,-2.00,35.35,CA,2000
PRDAY21,1347,3815540,326.00,25.95,-1.00,37.31,CA,2000
RACE,3779668,37219,6.00,1.94,1.00,1.20,CA,2000
TOTCHG,3404513,412374,999701.00,22555.35,25.00,50793.97,CA,2000
