field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,141870,5,115.00,49.52,0.00,28.24,RI,2004
AMONTH,141875,0,12.00,6.45,1.00,3.43,RI,2004
ASOURCE,140445,1430,5.00,2.77,1.00,1.94,RI,2004
ATYPE,141742,133,6.00,1.90,1.00,1.06,RI,2004
AWEEKEND,141874,1,1.00,0.20,0.00,0.40,RI,2004
BWT,18399,123476,9132.00,3699.19,245.00,1589.20,RI,2004
DaysCCU,140952,923,146.00,0.08,0.00,0.92,RI,2004
DaysICU,140952,923,229.00,0.55,0.00,3.23,RI,2004
DIED,141271,604,1.00,0.02,0.00,0.15,RI,2004
DISPUB92,141271,604,20.00,2.60,1.00,3.24,RI,2004
DISPUNIFORM,141271,604,20.00,2.83,1.00,3.33,RI,2004
DQTR,141875,0,4.00,2.48,1.00,1.11,RI,2004
DRG,141875,0,543.00,280.24,1.00,147.32,RI,2004
DRG18,141875,0,511.00,264.91,1.00,142.02,RI,2004
DRGVER,141875,0,22.00,21.24,21.00,0.43,RI,2004
DXCCS1,141656,219,259.00,142.70,1.00,64.80,RI,2004
DXCCS2,128356,13519,259.00,124.85,1.00,62.97,RI,2004
DXCCS3,113297,28578,259.00,120.00,1.00,63.51,RI,2004
DXCCS4,98134,43741,259.00,116.00,1.00,62.91,RI,2004
DXCCS5,83021,58854,259.00,113.81,1.00,62.87,RI,2004
DXCCS6,68321,73554,259.00,112.61,1.00,62.62,RI,2004
DXCCS7,55049,86826,259.00,111.78,1.00,62.80,RI,2004
DXCCS8,43772,98103,259.00,112.51,1.00,63.61,RI,2004
DXCCS9,33976,107899,259.00,112.65,1.00,63.86,RI,2004
DXCCS10,25878,115997,259.00,112.04,1.00,64.39,RI,2004
DXCCS11,19412,122463,259.00,112.29,1.00,64.69,RI,2004
E_CCS1,20506,121369,2620.00,2612.23,2601.00,5.98,RI,2004
E_CCS2,15779,126096,2620.00,2611.91,2601.00,6.06,RI,2004
E_CCS3,1337,140538,2621.00,2619.00,2601.00,4.04,RI,2004
E_CCS4,316,141559,2621.00,2610.09,2601.00,7.21,RI,2004
E_CCS5,22,141853,2621.00,2617.27,2601.00,5.73,RI,2004
LOS,141862,13,356.00,5.24,0.00,8.11,RI,2004
LOS_X,141874,1,1412.00,5.30,0.00,11.15,RI,2004
MDC,141875,0,25.00,9.86,0.00,5.74,RI,2004
MDC18,141875,0,25.00,9.86,0.00,5.74,RI,2004
MDNUM1_R,139854,2021,3413.00,1363.84,1.00,843.30,RI,2004
MDNUM2_R,86226,55649,3661.00,1416.71,1.00,879.10,RI,2004
NDX,141875,0,11.00,5.72,0.00,3.24,RI,2004
NECODE,141875,0,6.00,0.27,0.00,0.69,RI,2004
NEOMAT,141875,0,3.00,0.30,0.00,0.63,RI,2004
NPR,141875,0,11.00,1.32,0.00,1.81,RI,2004
PAY1,141056,819,6.00,2.06,1.00,1.05,RI,2004
PL_CBSA,141521,354,2.00,2.00,0.00,0.06,RI,2004
PL_MSA1993,141521,354,1.00,1.00,0.00,0.03,RI,2004
PL_RUCA,141472,403,10.50,1.25,1.00,0.91,RI,2004
PL_RUCA10,141472,403,10.00,1.25,1.00,0.89,RI,2004
PL_RUCA4,141472,403,4.00,1.02,1.00,0.17,RI,2004
PL_RUCC2003,141521,354,9.00,1.03,1.00,0.25,RI,2004
PL_UIC2003,141521,354,12.00,1.03,1.00,0.30,RI,2004
PL_UR_CAT4,141521,354,4.00,1.03,1.00,0.18,RI,2004
PL_UR_CAT5,141521,354,5.00,1.03,1.00,0.19,RI,2004
PRCCS1,81962,59913,231.00,121.95,1.00,62.62,RI,2004
PRCCS2,43453,98422,231.00,124.64,1.00,67.53,RI,2004
PRCCS3,24475,117400,231.00,120.39,1.00,71.40,RI,2004
PRCCS4,13728,128147,231.00,121.28,1.00,74.18,RI,2004
PRCCS5,8651,133224,231.00,120.05,1.00,77.25,RI,2004
PRCCS6,5219,136656,231.00,134.81,1.00,78.93,RI,2004
PRCCS7,3194,138681,231.00,139.54,1.00,77.84,RI,2004
PRCCS8,2144,139731,231.00,143.57,1.00,78.18,RI,2004
PRCCS9,1539,140336,231.00,138.75,1.00,77.64,RI,2004
PRCCS10,1146,140729,231.00,135.46,2.00,78.61,RI,2004
PRCCS11,884,140991,231.00,142.49,2.00,77.96,RI,2004
PRDAY1,82696,59179,133.00,1.48,-4.00,3.39,RI,2004
PRDAY2,43689,98186,106.00,1.83,-4.00,3.96,RI,2004
PRDAY3,24608,117267,219.00,2.42,-3.00,5.36,RI,2004
PRDAY4,13801,128074,147.00,3.34,-3.00,7.15,RI,2004
PRDAY5,8697,133178,241.00,4.18,-3.00,8.67,RI,2004
PRDAY6,5244,136631,199.00,5.64,-3.00,9.82,RI,2004
PRDAY7,3213,138662,182.00,7.66,-2.00,11.95,RI,2004
PRDAY8,2157,139718,247.00,9.46,-2.00,14.33,RI,2004
PRDAY9,1549,140326,261.00,11.42,-2.00,16.97,RI,2004
PRDAY10,1156,140719,346.00,13.20,-2.00,19.98,RI,2004
PRDAY11,890,140985,154.00,14.96,-2.00,18.50,RI,2004
PSTCO2,141525,350,78030.00,42298.49,1003.00,6293.89,RI,2004
RACE,136611,5264,6.00,1.26,1.00,0.74,RI,2004
TOTCHG,141797,78,981684.00,18361.64,38.00,32978.71,RI,2004
AYEAR,141874,1,2004.00,2003.99,2000.00,0.12,RI,2004
DMONTH,141875,0,12.00,6.45,1.00,3.43,RI,2004
PRMONTH1,82696,59179,12.00,6.45,1.00,3.42,RI,2004
PRMONTH2,43689,98186,12.00,6.46,1.00,3.43,RI,2004
PRMONTH3,24608,117267,12.00,6.43,1.00,3.43,RI,2004
PRMONTH4,13801,128074,12.00,6.44,1.00,3.43,RI,2004
PRMONTH5,8697,133178,12.00,6.45,1.00,3.43,RI,2004
PRMONTH6,5244,136631,12.00,6.39,1.00,3.42,RI,2004
PRMONTH7,3213,138662,12.00,6.41,1.00,3.44,RI,2004
PRMONTH8,2157,139718,12.00,6.45,1.00,3.44,RI,2004
PRMONTH9,1549,140326,12.00,6.46,1.00,3.48,RI,2004
PRMONTH10,1156,140719,12.00,6.41,1.00,3.46,RI,2004
PRMONTH11,890,140985,12.00,6.37,1.00,3.41,RI,2004
