field,count,count_null,max,mean,min,stddev_samp,state,year
SEX,821324,61,2.00,1.58,1.00,0.49,MA,1994
RACE,783070,38315,6.00,1.26,1.00,0.79,MA,1994
DQTR,821385,0,4.00,2.48,1.00,1.11,MA,1994
LOS,820985,400,3535.00,5.60,0.00,10.32,MA,1994
DISP,814073,7312,20.00,2.59,1.00,3.44,MA,1994
DIED,814073,7312,1.00,0.03,0.00,0.16,MA,1994
ATYPE,818476,2909,4.00,1.97,1.00,1.01,MA,1994
ASOURCE,804984,16401,5.00,3.16,1.00,1.94,MA,1994
NDX,821385,0,10.00,4.13,0.00,2.46,MA,1994
DXV1,821321,64,1.00,0.00,0.00,0.00,MA,1994
DCCHPR1,821327,58,260.00,143.38,1.00,65.01,MA,1994
NPR,821385,0,10.00,1.29,0.00,1.58,MA,1994
PRV1,508798,312587,1.00,0.00,0.00,0.00,MA,1994
PCCHPR1,508822,312563,231.00,126.37,1.00,63.29,MA,1994
DRG,821385,0,495.00,260.25,1.00,138.49,MA,1994
MDC,821385,0,25.00,9.77,0.00,5.61,MA,1994
DRGVER,821385,0,12.00,11.24,11.00,0.43,MA,1994
DRG10,821385,0,492.00,257.53,1.00,136.76,MA,1994
MDC10,821385,0,25.00,9.77,0.00,5.61,MA,1994
PAY1,821280,105,6.00,2.33,1.00,1.29,MA,1994
DSNUM,821385,0,6.00,6.00,6.00,0.00,MA,1994
DSTYPE,821385,0,1.00,1.00,1.00,0.00,MA,1994
ADAYWK,821385,0,7.00,3.94,1.00,1.83,MA,1994
AMONTH,821385,0,12.00,6.41,1.00,3.44,MA,1994
LOS_X,821385,0,3535.00,5.60,0.00,10.41,MA,1994
NEOMAT,821385,0,3.00,0.33,0.00,0.66,MA,1994
DXSYS,821385,0,1.00,1.00,1.00,0.00,MA,1994
DSNDX,821385,0,11.00,11.00,11.00,0.00,MA,1994
PRSYS,821385,0,1.00,1.00,1.00,0.00,MA,1994
DSNPR,821385,0,10.00,10.00,10.00,0.00,MA,1994
PRDAY1,508788,312597,366.00,1.39,-3.00,3.66,MA,1994
PAY1_N,821280,105,12.00,3.09,1.00,2.42,MA,1994
PAY2,338304,483081,6.00,3.11,1.00,0.94,MA,1994
PAY2_N,338304,483081,12.00,3.97,1.00,2.15,MA,1994
DXV3,559930,261455,1.00,0.00,0.00,0.01,MA,1994
DXV4,427076,394309,1.00,0.00,0.00,0.01,MA,1994
DXV5,315443,505942,1.00,0.00,0.00,0.01,MA,1994
DXV6,221336,600049,1.00,0.00,0.00,0.01,MA,1994
DXV7,153042,668343,1.00,0.00,0.00,0.01,MA,1994
DXV8,105168,716217,1.00,0.00,0.00,0.01,MA,1994
DXV9,70907,750478,1.00,0.00,0.00,0.01,MA,1994
DXV10,10360,811025,1.00,0.01,0.00,0.09,MA,1994
DCCHPR3,559971,261414,260.00,120.77,1.00,66.24,MA,1994
DCCHPR4,427077,394308,260.00,118.21,1.00,65.49,MA,1994
DCCHPR5,315457,505928,260.00,117.25,1.00,65.95,MA,1994
DCCHPR6,221331,600054,260.00,117.45,1.00,66.46,MA,1994
DCCHPR7,153047,668338,260.00,118.48,1.00,67.74,MA,1994
DCCHPR8,105167,716218,260.00,119.23,1.00,69.01,MA,1994
DCCHPR9,70901,750484,260.00,123.96,1.00,72.75,MA,1994
DCCHPR10,10279,811106,260.00,260.00,260.00,0.00,MA,1994
PRV3,135665,685720,0.00,0.00,0.00,0.00,MA,1994
PRV4,67060,754325,1.00,0.00,0.00,0.00,MA,1994
PRV5,36822,784563,1.00,0.00,0.00,0.01,MA,1994
PRV6,21745,799640,0.00,0.00,0.00,0.00,MA,1994
PRV7,11124,810261,1.00,0.00,0.00,0.05,MA,1994
PRV8,7168,814217,1.00,0.00,0.00,0.05,MA,1994
PRV9,4612,816773,1.00,0.00,0.00,0.05,MA,1994
PRV10,2970,818415,1.00,0.00,0.00,0.05,MA,1994
PCCHPR2,265550,555835,231.00,128.89,1.00,64.43,MA,1994
PCCHPR3,135666,685719,231.00,125.42,1.00,67.12,MA,1994
PCCHPR4,67059,754326,231.00,131.69,1.00,70.64,MA,1994
PCCHPR5,36821,784564,231.00,132.85,1.00,73.81,MA,1994
PCCHPR6,21745,799640,231.00,135.96,1.00,75.43,MA,1994
PCCHPR7,11094,810291,231.00,140.12,1.00,75.94,MA,1994
PCCHPR8,7148,814237,231.00,141.20,1.00,76.28,MA,1994
PCCHPR9,4602,816783,231.00,143.94,1.00,75.45,MA,1994
PCCHPR10,2963,818422,231.00,144.24,1.00,75.83,MA,1994
PRDAY2,265531,555854,1040.00,1.90,-3.00,5.13,MA,1994
PRDAY3,135126,686259,2603.00,2.67,-3.00,9.81,MA,1994
AYEAR,821385,0,1994.00,1993.99,1984.00,0.12,MA,1994
DMONTH,821385,0,12.00,6.43,1.00,3.44,MA,1994
PRMONTH1,508788,312597,12.00,6.43,1.00,3.42,MA,1994
PRMONTH2,265531,555854,12.00,6.46,1.00,3.42,MA,1994
PRMONTH3,135126,686259,12.00,6.44,1.00,3.43,MA,1994
PRYEAR1,508788,312597,1994.00,1993.99,1984.00,0.11,MA,1994
PRYEAR2,265531,555854,1994.00,1993.99,1984.00,0.12,MA,1994
PRYEAR3,135126,686259,1994.00,1993.98,1986.00,0.14,MA,1994
