field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,673170,39,123.00,48.59,0.00,28.09,WI,2008
AGEDAY,78501,594708,364.00,10.97,0.00,47.47,WI,2008
AGEMONTH,92606,580603,131.00,9.47,0.00,25.97,WI,2008
AMONTH,673209,0,12.00,6.41,1.00,3.44,WI,2008
ATYPE,673133,76,5.00,2.15,1.00,0.99,WI,2008
AWEEKEND,673209,0,1.00,0.19,0.00,0.39,WI,2008
DIED,673209,0,1.00,0.02,0.00,0.13,WI,2008
DISPUB04,673209,0,70.00,4.07,1.00,11.23,WI,2008
DISPUNIFORM,673209,0,99.00,2.24,1.00,3.06,WI,2008
DQTR,673209,0,4.00,2.48,1.00,1.12,WI,2008
DRG,673209,0,999.00,546.47,1.00,272.00,WI,2008
DRG24,673209,0,579.00,320.82,1.00,161.78,WI,2008
DRGVER,673209,0,26.00,25.24,25.00,0.43,WI,2008
DRG_NoPOA,673209,0,999.00,543.93,1.00,270.88,WI,2008
DXCCS1,673208,1,670.00,197.02,1.00,152.43,WI,2008
DXCCS2,641308,31901,670.00,177.81,1.00,167.27,WI,2008
DXCCS3,581411,91798,670.00,179.66,1.00,171.79,WI,2008
DXCCS4,523016,150193,670.00,177.45,1.00,170.92,WI,2008
DXCCS5,468839,204370,670.00,175.87,1.00,168.99,WI,2008
DXCCS6,419073,254136,670.00,174.97,1.00,166.98,WI,2008
DXCCS7,372779,300430,670.00,175.88,1.00,166.21,WI,2008
DXCCS8,330772,342437,670.00,176.03,1.00,164.77,WI,2008
DXCCS9,291404,381805,670.00,177.53,1.00,164.52,WI,2008
DXCCS10,254995,418214,670.00,177.37,1.00,162.89,WI,2008
DXCCS11,220590,452619,670.00,179.48,1.00,163.20,WI,2008
DXCCS12,190080,483129,670.00,180.86,1.00,162.87,WI,2008
DXCCS13,163837,509372,670.00,181.27,1.00,161.40,WI,2008
DXCCS14,139146,534063,670.00,182.37,1.00,161.14,WI,2008
DXCCS15,113550,559659,670.00,183.38,1.00,160.69,WI,2008
DXCCS16,81588,591621,670.00,183.57,1.00,158.46,WI,2008
DXCCS17,68042,605167,670.00,184.69,1.00,158.81,WI,2008
DXCCS18,57135,616074,670.00,185.36,1.00,158.47,WI,2008
DXCCS19,43385,629824,670.00,184.54,1.00,157.29,WI,2008
DXCCS20,36237,636972,670.00,186.49,1.00,158.93,WI,2008
DXCCS21,30084,643125,670.00,183.36,1.00,154.39,WI,2008
DXCCS22,24891,648318,670.00,185.04,1.00,155.70,WI,2008
DXCCS23,20347,652862,670.00,185.08,1.00,155.82,WI,2008
DXCCS24,16058,657151,670.00,182.91,1.00,154.60,WI,2008
DXCCS25,13224,659985,670.00,184.07,1.00,157.13,WI,2008
DXCCS26,10273,662936,670.00,182.39,1.00,154.84,WI,2008
DXCCS27,8488,664721,670.00,181.76,2.00,152.94,WI,2008
DXCCS28,7045,666164,670.00,180.18,1.00,152.67,WI,2008
DXCCS29,5737,667472,670.00,184.45,1.00,157.29,WI,2008
DXCCS30,4710,668499,670.00,177.96,1.00,154.44,WI,2008
E_CCS1,116007,557202,2621.00,2516.56,662.00,422.24,WI,2008
E_CCS2,26355,646854,2621.00,2486.68,662.00,488.44,WI,2008
E_CCS3,4444,668765,2621.00,2416.13,662.00,593.23,WI,2008
E_CCS4,851,672358,2621.00,2465.25,662.00,523.19,WI,2008
