field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,367046,12,109.00,52.00,0.00,29.14,IA,2008
AGEDAY,44230,322828,364.00,12.83,0.00,51.19,IA,2008
AGEMONTH,51012,316046,131.00,7.34,0.00,21.95,IA,2008
AMONTH,367058,0,12.00,6.40,1.00,3.46,IA,2008
ATYPE,366363,695,5.00,2.24,1.00,1.02,IA,2008
AWEEKEND,367058,0,1.00,0.19,0.00,0.39,IA,2008
DIED,367058,0,1.00,0.02,0.00,0.13,IA,2008
DISPUB04,367058,0,70.00,5.25,1.00,13.29,IA,2008
DISPUNIFORM,367058,0,20.00,2.49,1.00,3.06,IA,2008
DQTR,367058,0,4.00,2.47,1.00,1.12,IA,2008
DRG,367058,0,999.00,526.93,1.00,269.00,IA,2008
DRG24,367058,0,579.00,309.92,1.00,162.83,IA,2008
DRGVER,367058,0,26.00,25.24,25.00,0.43,IA,2008
DRG_NoPOA,367058,0,999.00,526.80,1.00,268.87,IA,2008
DXCCS1,367057,1,670.00,162.90,1.00,84.28,IA,2008
DXCCS2,340881,26177,670.00,150.45,1.00,126.06,IA,2008
DXCCS3,306840,60218,670.00,157.20,1.00,145.44,IA,2008
DXCCS4,274899,92159,670.00,162.24,1.00,155.09,IA,2008
DXCCS5,244191,122867,670.00,165.06,1.00,158.31,IA,2008
DXCCS6,215232,151826,670.00,167.26,1.00,158.78,IA,2008
DXCCS7,187303,179755,670.00,168.55,1.00,158.45,IA,2008
DXCCS8,161463,205595,670.00,170.22,1.00,157.91,IA,2008
DXCCS9,137174,229884,670.00,171.69,1.00,157.30,IA,2008
DXCCS10,111852,255206,670.00,173.31,1.00,156.71,IA,2008
DXCCS11,84748,282310,670.00,173.92,1.00,154.71,IA,2008
DXCCS12,53374,313684,670.00,176.47,1.00,151.51,IA,2008
DXCCS13,43835,323223,670.00,176.07,1.00,149.18,IA,2008
DXCCS14,35816,331242,670.00,176.70,1.00,148.54,IA,2008
DXCCS15,29063,337995,670.00,177.56,1.00,148.29,IA,2008
HCUP_OS,367058,0,1.00,0.03,0.00,0.18,IA,2008
HOSPBRTH,367058,0,1.00,0.11,0.00,0.31,IA,2008
HospitalUnit,367058,0,3.00,1.11,1.00,0.45,IA,2008
LOS,367048,10,365.00,4.28,0.00,5.78,IA,2008
LOS_X,367058,0,1011.00,4.30,0.00,6.90,IA,2008
MDC,367058,0,25.00,9.76,0.00,5.77,IA,2008
MDC24,367058,0,25.00,9.79,0.00,5.77,IA,2008
MDNUM1_R,363213,3845,16656.00,9820.11,233.00,1485.06,IA,2008
MDNUM2_R,214218,152840,16657.00,9949.68,233.00,1477.19,IA,2008
MDNUM3_R,233886,133172,16656.00,9966.99,233.00,1629.16,IA,2008
MEDINCSTQ,363187,3871,4.00,2.34,1.00,1.10,IA,2008
NECODE,367058,0,7.00,0.21,0.00,0.63,IA,2008
NEOMAT,367058,0,3.00,0.34,0.00,0.67,IA,2008
NPR,367058,0,37.00,1.54,0.00,2.19,IA,2008
PAY1,367058,0,6.00,2.00,1.00,1.08,IA,2008
PL_CBSA,365907,1151,2.00,1.24,0.00,0.86,IA,2008
PL_MSA1993,365907,1151,1.00,0.44,0.00,0.50,IA,2008
PL_NCHS2006,365907,1151,6.00,4.50,1.00,1.16,IA,2008
PL_RUCA10_2005,360653,6405,10.00,4.29,1.00,3.43,IA,2008
PL_RUCA2005,360653,6405,10.60,4.37,1.00,3.54,IA,2008
PL_RUCA4_2005,360653,6405,4.00,2.01,1.00,1.15,IA,2008
PRCCS27,10,367048,231.00,109.70,35.00,81.09,IA,2008
PRCCS28,8,367050,223.00,116.00,35.00,88.46,IA,2008
PRCCS29,4,367054,189.00,85.50,41.00,69.38,IA,2008
PRCCS30,4,367054,190.00,84.25,35.00,71.21,IA,2008
PRCCS31,2,367056,63.00,52.00,41.00,15.56,IA,2008
PRCCS32,2,367056,216.00,210.00,204.00,8.49,IA,2008
PRDAY2,126178,240880,256.00,1.19,-3.00,3.33,IA,2008
PRDAY3,75634,291424,366.00,1.42,-3.00,3.94,IA,2008
PRDAY4,46812,320246,238.00,1.73,-3.00,4.57,IA,2008
PRDAY5,31882,335176,148.00,1.93,-3.00,4.66,IA,2008
PRDAY6,22567,344491,222.00,2.31,-3.00,5.65,IA,2008
PRDAY7,16615,350443,230.00,2.60,-3.00,6.43,IA,2008
PRDAY8,10625,356433,367.00,3.44,-3.00,8.96,IA,2008
PRDAY9,7064,359994,163.00,4.26,-3.00,8.44,IA,2008
PRDAY10,5000,362058,327.00,5.12,-2.00,11.35,IA,2008
PRDAY11,3670,363388,238.00,5.85,-1.00,11.90,IA,2008
PRDAY12,2802,364256,188.00,6.75,-1.00,12.49,IA,2008
PRDAY13,741,366317,268.00,8.46,0.00,17.80,IA,2008
PRDAY14,531,366527,268.00,9.94,0.00,18.75,IA,2008
