field,count,count_null,max,mean,min,stddev_samp,state,year
AMONTH,560234,0,12.00,6.46,1.00,3.48,SC,2008
ATYPE,556194,4040,5.00,2.06,1.00,1.04,SC,2008
AWEEKEND,560234,0,1.00,0.18,0.00,0.39,SC,2008
DIED,560227,7,1.00,0.02,0.00,0.15,SC,2008
DISPUB04,560227,7,72.00,4.62,1.00,12.00,SC,2008
DISPUNIFORM,560227,7,99.00,2.46,1.00,4.00,SC,2008
DQTR,560234,0,4.00,2.49,1.00,1.12,SC,2008
DRG,560234,0,999.00,527.71,1.00,267.16,SC,2008
DRG24,560234,0,579.00,310.05,1.00,160.93,SC,2008
DRGVER,560234,0,26.00,25.25,25.00,0.43,SC,2008
DRG_NoPOA,560234,0,999.00,527.70,1.00,267.15,SC,2008
DXCCS1,560083,151,670.00,169.18,1.00,114.92,SC,2008
DXCCS2,525682,34552,670.00,159.79,1.00,132.85,SC,2008
DXCCS3,472481,87753,670.00,162.22,1.00,149.13,SC,2008
DXCCS4,423359,136875,670.00,168.66,1.00,161.24,SC,2008
DXCCS5,374956,185278,670.00,172.15,1.00,166.94,SC,2008
DXCCS6,329571,230663,670.00,175.87,1.00,170.39,SC,2008
DXCCS7,287413,272821,670.00,178.12,1.00,171.94,SC,2008
DXCCS8,247315,312919,670.00,179.93,1.00,172.64,SC,2008
DXCCS9,206921,353313,670.00,181.01,1.00,171.84,SC,2008
DXCCS10,175632,384602,670.00,181.24,1.00,170.05,SC,2008
DXCCS11,147105,413129,670.00,180.84,1.00,167.39,SC,2008
DXCCS12,122473,437761,670.00,181.49,1.00,166.35,SC,2008
DXCCS13,100397,459837,670.00,180.99,1.00,164.69,SC,2008
DXCCS14,78175,482059,670.00,180.98,1.00,163.09,SC,2008
DXCCS15,61373,498861,670.00,180.78,1.00,161.64,SC,2008
DaysICU,560234,0,299.00,1.16,0.00,3.67,SC,2008
E_CCS1,86042,474192,2621.00,2550.10,662.00,345.05,SC,2008
E_CCS2,35595,524639,2621.00,2611.48,662.00,130.20,SC,2008
E_CCS3,31238,528996,2621.00,2591.73,662.00,230.69,SC,2008
E_CCS4,8298,551936,2621.00,2579.62,662.00,277.36,SC,2008
E_CCS5,1338,558896,2621.00,2535.37,662.00,395.34,SC,2008
E_CCS6,226,560008,2621.00,2549.82,662.00,362.46,SC,2008
E_CCS7,26,560208,2621.00,2542.38,662.00,383.54,SC,2008
E_CCS8,5,560229,2621.00,2618.40,2616.00,2.41,SC,2008
E_CCS9,2,560232,2617.00,2610.00,2603.00,9.90,SC,2008
E_CCS10,2,560232,2621.00,2618.50,2616.00,3.54,SC,2008
HCUP_ED,560234,0,4.00,0.96,0.00,1.08,SC,2008
HCUP_OS,560234,0,0.00,0.00,0.00,0.00,SC,2008
HOSPBRTH,560234,0,1.00,0.10,0.00,0.31,SC,2008
LOS,560220,14,365.00,4.82,0.00,7.49,SC,2008
LOS_X,560234,0,606.00,4.83,0.00,7.81,SC,2008
MDC,560234,0,25.00,9.68,0.00,5.50,SC,2008
MDC24,560234,0,25.00,9.67,0.00,5.50,SC,2008
MEDINCSTQ,549308,10926,4.00,2.33,1.00,1.10,SC,2008
NDX,560234,0,15.00,7.34,1.00,4.41,SC,2008
NECODE,560234,0,11.00,0.29,0.00,0.82,SC,2008
NEOMAT,560234,0,3.00,0.34,0.00,0.67,SC,2008
NPR,560234,0,13.00,1.64,0.00,1.89,SC,2008
