field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,640863,29,109.00,47.11,0.00,28.14,WA,2012
AGEDAY,86812,554080,364.00,8.66,0.00,42.06,WA,2012
AGEMONTH,99373,541519,131.00,7.67,0.00,23.26,WA,2012
AHOUR,640892,0,2300.00,1216.67,0.00,620.87,WA,2012
AMONTH,640892,0,12.00,6.50,1.00,3.43,WA,2012
ATYPE,640638,254,5.00,2.12,1.00,1.11,WA,2012
AWEEKEND,640892,0,1.00,0.20,0.00,0.40,WA,2012
DHOUR,640892,0,2300.00,1396.66,0.00,304.18,WA,2012
DIED,640892,0,1.00,0.02,0.00,0.14,WA,2012
DISPUB04,640892,0,66.00,3.86,1.00,10.51,WA,2012
DISPUNIFORM,640892,0,20.00,2.25,1.00,3.07,WA,2012
DQTR,640892,0,4.00,2.50,1.00,1.12,WA,2012
DRG,640892,0,999.00,555.76,1.00,266.98,WA,2012
DRG24,640892,0,579.00,328.35,1.00,162.22,WA,2012
DRGVER,640892,0,30.00,29.25,29.00,0.43,WA,2012
DRG_NoPOA,640892,0,999.00,555.58,1.00,266.86,WA,2012
DXCCS1,640871,21,670.00,180.52,1.00,127.97,WA,2012
DXCCS2,607309,33583,670.00,167.82,1.00,147.16,WA,2012
DXCCS3,553671,87221,670.00,172.05,1.00,155.37,WA,2012
DXCCS4,504104,136788,670.00,174.19,1.00,162.70,WA,2012
DXCCS5,457957,182935,670.00,176.47,1.00,167.63,WA,2012
DXCCS6,415290,225602,670.00,178.16,1.00,169.97,WA,2012
DXCCS7,375157,265735,670.00,180.08,1.00,171.40,WA,2012
DXCCS8,338048,302844,670.00,183.17,1.00,172.72,WA,2012
DXCCS9,303527,337365,670.00,184.44,1.00,171.58,WA,2012
DXCCS10,271463,369429,670.00,185.61,1.00,171.32,WA,2012
DXCCS11,241885,399007,670.00,187.50,1.00,171.08,WA,2012
DXCCS12,214326,426566,670.00,188.65,1.00,170.05,WA,2012
DXCCS13,188970,451922,670.00,190.15,1.00,169.58,WA,2012
DXCCS14,165349,475543,670.00,190.89,1.00,167.61,WA,2012
DXCCS15,143797,497095,670.00,192.74,1.00,167.61,WA,2012
DXCCS16,117005,523887,670.00,193.24,1.00,165.78,WA,2012
DXCCS17,100466,540426,670.00,195.71,1.00,165.92,WA,2012
DXCCS18,85720,555172,670.00,196.31,1.00,164.35,WA,2012
DXCCS19,68922,571970,670.00,196.80,1.00,163.37,WA,2012
