field,count,count_null,max,mean,min,stddev_samp,state,year
DSNUM,355502,0,11.00,11.00,11.00,0.00,IA,1997
DSTYPE,355502,0,2.00,2.00,2.00,0.00,IA,1997
AGE,355389,113,109.00,48.75,0.00,29.15,IA,1997
AGEDAY,42680,312822,364.00,19.34,0.00,62.74,IA,1997
SEX,355499,3,2.00,1.58,1.00,0.49,IA,1997
RACE,275996,79506,5.00,1.05,1.00,0.36,IA,1997
ADAYWK,355502,0,7.00,3.96,1.00,1.83,IA,1997
AMONTH,355502,0,12.00,6.47,1.00,3.46,IA,1997
DQTR,355502,0,4.00,2.49,1.00,1.12,IA,1997
LOS,355183,319,1828.00,4.60,0.00,6.82,IA,1997
LOS_X,355502,0,1828.00,4.60,0.00,7.13,IA,1997
DISP,355502,0,20.00,2.21,1.00,3.15,IA,1997
DIED,355502,0,1.00,0.02,0.00,0.15,IA,1997
NEOMAT,355502,0,3.00,0.33,0.00,0.66,IA,1997
ATYPE,345392,10110,4.00,2.26,1.00,0.94,IA,1997
ASOURCE,351726,3776,5.00,3.64,1.00,1.84,IA,1997
DXSYS,355502,0,1.00,1.00,1.00,0.00,IA,1997
DSNDX,355502,0,10.00,10.00,10.00,0.00,IA,1997
NDX,355502,0,10.00,4.71,1.00,2.72,IA,1997
DXV1,355494,8,0.00,0.00,0.00,0.00,IA,1997
DXV2,313113,42389,0.00,0.00,0.00,0.00,IA,1997
DXV3,258927,96575,0.00,0.00,0.00,0.00,IA,1997
DXV4,210114,145388,0.00,0.00,0.00,0.00,IA,1997
DXV5,167136,188366,0.00,0.00,0.00,0.00,IA,1997
DXV6,130074,225428,0.00,0.00,0.00,0.00,IA,1997
DXV7,99385,256117,0.00,0.00,0.00,0.00,IA,1997
DXV8,75025,280477,1.00,0.00,0.00,0.00,IA,1997
DXV9,55948,299554,0.00,0.00,0.00,0.00,IA,1997
DXV10,7927,347575,0.00,0.00,0.00,0.00,IA,1997
DCCHPR1,355502,0,259.00,145.44,1.00,63.96,IA,1997
DCCHPR2,313165,42337,260.00,128.21,1.00,65.70,IA,1997
DCCHPR3,258952,96550,260.00,123.97,1.00,65.96,IA,1997
DCCHPR4,210137,145365,260.00,121.54,1.00,66.37,IA,1997
DCCHPR5,167148,188354,260.00,120.97,1.00,67.26,IA,1997
DCCHPR6,130079,225423,260.00,121.34,1.00,68.19,IA,1997
DCCHPR7,99394,256108,260.00,122.28,1.00,69.03,IA,1997
DCCHPR8,75028,280474,260.00,123.50,1.00,70.23,IA,1997
DCCHPR9,55953,299549,260.00,125.18,1.00,71.20,IA,1997
DCCHPR10,7927,347575,260.00,259.99,243.00,0.38,IA,1997
PRSYS,355502,0,1.00,1.00,1.00,0.00,IA,1997
DSNPR,355502,0,6.00,6.00,6.00,0.00,IA,1997
NPR,355502,0,6.00,1.26,0.00,1.57,IA,1997
PRV1,203449,152053,1.00,0.00,0.00,0.00,IA,1997
PRV2,112339,243163,1.00,0.00,0.00,0.00,IA,1997
PRV3,63497,292005,0.00,0.00,0.00,0.00,IA,1997
PRV4,35609,319893,0.00,0.00,0.00,0.00,IA,1997
PRV5,21437,334065,0.00,0.00,0.00,0.00,IA,1997
PRV6,12783,342719,0.00,0.00,0.00,0.00,IA,1997
PCCHPR1,203447,152055,231.00,122.43,1.00,61.28,IA,1997
PCCHPR2,112338,243164,231.00,122.67,1.00,64.85,IA,1997
PCCHPR3,63497,292005,231.00,116.13,1.00,68.12,IA,1997
PCCHPR4,35609,319893,231.00,118.11,1.00,72.42,IA,1997
PCCHPR5,21437,334065,231.00,117.85,1.00,75.17,IA,1997
PCCHPR6,12783,342719,231.00,128.36,1.00,77.23,IA,1997
PRDAY1,203418,152084,729.00,1.09,-4.00,3.29,IA,1997
PRDAY2,112322,243180,180.00,1.37,-4.00,3.67,IA,1997
PRDAY3,63490,292012,909.00,1.78,-3.00,5.54,IA,1997
PRDAY4,35605,319897,729.00,2.35,-3.00,6.76,IA,1997
PRDAY5,21436,334066,637.00,2.89,-3.00,7.38,IA,1997
PRDAY6,12783,342719,957.00,3.89,-3.00,10.90,IA,1997
DRG,355502,0,503.00,257.27,1.00,140.41,IA,1997
MDC,355502,0,25.00,9.75,0.00,5.71,IA,1997
DRGVER,355502,0,15.00,14.25,14.00,0.43,IA,1997
DRG10,355502,0,492.00,254.42,1.00,138.32,IA,1997
MDC10,355502,0,25.00,9.75,0.00,5.71,IA,1997
PAY1,355502,0,6.00,2.14,1.00,1.15,IA,1997
PAY1_N,355502,0,11.00,2.61,1.00,1.88,IA,1997
