field,count,count_null,max,mean,min,stddev_samp,state,year
DSNUM,536739,0,8.00,8.00,8.00,0.00,WA,1997
DSTYPE,536739,0,1.00,1.00,1.00,0.00,WA,1997
AGE,536603,136,99.00,43.84,0.00,28.58,WA,1997
AGEDAY,82422,454317,364.00,12.98,0.00,51.21,WA,1997
SEX,536738,1,2.00,1.59,1.00,0.49,WA,1997
ADAYWK,536738,1,7.00,3.95,1.00,1.83,WA,1997
AMONTH,536739,0,12.00,6.48,1.00,3.45,WA,1997
DQTR,536739,0,4.00,2.49,1.00,1.12,WA,1997
LOS,533118,3621,790.00,4.00,0.00,6.13,WA,1997
LOS_X,536739,0,790.00,3.98,-364.00,6.25,WA,1997
DISP,536739,0,20.00,1.92,1.00,2.96,WA,1997
DIED,536739,0,1.00,0.02,0.00,0.14,WA,1997
NEOMAT,536739,0,3.00,0.43,0.00,0.73,WA,1997
ATYPE,536708,31,4.00,2.28,1.00,1.02,WA,1997
ASOURCE,533379,3360,5.00,3.57,1.00,1.89,WA,1997
DXSYS,536739,0,1.00,1.00,1.00,0.00,WA,1997
DSNDX,536739,0,10.00,10.00,10.00,0.00,WA,1997
NDX,536739,0,10.00,4.37,0.00,2.64,WA,1997
DXV1,536704,35,1.00,0.00,0.00,0.00,WA,1997
DXV2,458327,78412,1.00,0.00,0.00,0.00,WA,1997
DXV3,369911,166828,1.00,0.00,0.00,0.00,WA,1997
DXV4,293690,243049,1.00,0.00,0.00,0.00,WA,1997
DXV5,228150,308589,1.00,0.00,0.00,0.00,WA,1997
DXV6,168475,368264,1.00,0.00,0.00,0.00,WA,1997
DXV7,123685,413054,0.00,0.00,0.00,0.00,WA,1997
DXV8,89783,446956,0.00,0.00,0.00,0.00,WA,1997
DXV9,64155,472584,1.00,0.00,0.00,0.00,WA,1997
DXV10,11419,525320,0.00,0.00,0.00,0.00,WA,1997
DCCHPR1,536718,21,259.00,152.59,1.00,64.19,WA,1997
DCCHPR2,458383,78356,260.00,131.27,1.00,67.37,WA,1997
DCCHPR3,369934,166805,260.00,126.55,1.00,66.80,WA,1997
DCCHPR4,293714,243025,260.00,123.53,1.00,66.78,WA,1997
DCCHPR5,228163,308576,260.00,122.45,1.00,67.34,WA,1997
DCCHPR6,168487,368252,260.00,122.10,1.00,68.41,WA,1997
DCCHPR7,123689,413050,260.00,122.25,1.00,69.10,WA,1997
DCCHPR8,89793,446946,260.00,123.04,1.00,70.22,WA,1997
DCCHPR9,64158,472581,260.00,124.25,1.00,71.90,WA,1997
DCCHPR10,11419,525320,260.00,260.00,243.00,0.16,WA,1997
PRSYS,536739,0,1.00,1.00,1.00,0.00,WA,1997
DSNPR,536739,0,6.00,6.00,6.00,0.00,WA,1997
NPR,536739,0,6.00,1.46,0.00,1.62,WA,1997
PRV1,341019,195720,0.00,0.00,0.00,0.00,WA,1997
PRV2,203852,332887,1.00,0.00,0.00,0.00,WA,1997
PRV3,116678,420061,1.00,0.00,0.00,0.00,WA,1997
PRV4,62552,474187,0.00,0.00,0.00,0.00,WA,1997
PRV5,36554,500185,0.00,0.00,0.00,0.00,WA,1997
PRV6,21592,515147,0.00,0.00,0.00,0.00,WA,1997
PCCHPR1,341028,195711,231.00,124.04,1.00,60.57,WA,1997
PCCHPR2,203859,332880,231.00,127.28,1.00,61.66,WA,1997
PCCHPR3,116682,420057,231.00,125.40,1.00,65.62,WA,1997
PCCHPR4,62554,474185,231.00,131.26,1.00,70.62,WA,1997
PCCHPR5,36554,500185,231.00,135.03,1.00,73.98,WA,1997
PCCHPR6,21592,515147,231.00,145.31,1.00,73.93,WA,1997
DRG,536739,0,503.00,271.18,1.00,137.87,WA,1997
MDC,536739,0,25.00,10.19,0.00,5.53,WA,1997
DRGVER,536739,0,15.00,14.25,14.00,0.43,WA,1997
DRG10,536739,0,492.00,267.88,1.00,135.75,WA,1997
MDC10,536739,0,25.00,10.18,0.00,5.53,WA,1997
PAY1,536739,0,6.00,2.83,1.00,1.77,WA,1997
PAY1_N,536739,0,12.00,4.47,1.00,3.94,WA,1997
PAY2,107259,429480,6.00,3.02,1.00,0.81,WA,1997
PAY2_N,107259,429480,12.00,6.07,1.00,3.76,WA,1997
