field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,139084,36,113.00,49.39,0.00,28.43,RI,2002
AMONTH,139120,0,12.00,6.46,1.00,3.44,RI,2002
ASOURCE,138176,944,5.00,2.89,1.00,1.95,RI,2002
ATYPE,139042,78,4.00,1.94,1.00,1.07,RI,2002
AWEEKEND,139119,1,1.00,0.20,0.00,0.40,RI,2002
BWT,24087,115033,9130.00,4405.93,235.00,2164.41,RI,2002
DaysCCU,138210,910,65.00,0.09,0.00,0.84,RI,2002
DaysICU,138210,910,171.00,0.47,0.00,2.79,RI,2002
DIED,139020,100,1.00,0.02,0.00,0.15,RI,2002
DISPUB92,139020,100,20.00,2.63,1.00,3.31,RI,2002
DISPUNIFORM,139020,100,20.00,2.84,1.00,3.39,RI,2002
DQTR,139120,0,4.00,2.50,1.00,1.11,RI,2002
DRG,139120,0,524.00,276.20,1.00,147.71,RI,2002
DRG18,139120,0,511.00,266.33,1.00,142.76,RI,2002
DRGVER,139120,0,20.00,19.25,19.00,0.43,RI,2002
DXCCS1,138738,382,259.00,142.61,1.00,64.98,RI,2002
DXCCS2,123839,15281,2620.00,143.90,1.00,226.91,RI,2002
DXCCS3,108713,30407,2621.00,171.94,1.00,364.94,RI,2002
DXCCS4,93218,45902,2621.00,199.52,1.00,456.41,RI,2002
DXCCS5,78233,60887,2621.00,227.24,1.00,527.53,RI,2002
DXCCS6,63875,75245,2621.00,257.99,1.00,591.58,RI,2002
DXCCS7,51123,87997,2621.00,297.84,1.00,660.91,RI,2002
DXCCS8,39472,99648,2621.00,349.33,1.00,737.58,RI,2002
DXCCS9,30425,108695,2621.00,374.48,1.00,770.41,RI,2002
DXCCS10,23262,115858,2621.00,418.86,1.00,824.19,RI,2002
DXCCS11,17824,121296,2621.00,470.85,1.00,878.10,RI,2002
DXCCS12,2764,136356,2620.00,2610.72,2601.00,6.49,RI,2002
FEMALE,139093,27,1.00,0.59,0.00,0.49,RI,2002
LOS,139111,9,357.00,5.27,0.00,8.23,RI,2002
LOS_X,139120,0,900.00,5.28,-2521.00,11.50,RI,2002
MDC,139120,0,25.00,9.87,0.00,5.75,RI,2002
MDC18,139120,0,25.00,9.87,0.00,5.75,RI,2002
NDX,139120,0,12.00,5.55,0.00,3.27,RI,2002
NEOMAT,139120,0,3.00,0.31,0.00,0.64,RI,2002
NPR,139120,0,11.00,1.36,0.00,1.81,RI,2002
PAY1,132606,6514,6.00,2.05,1.00,1.05,RI,2002
PL_CBSA,138343,777,2.00,2.00,0.00,0.06,RI,2002
PL_MSA1993,138343,777,1.00,1.00,0.00,0.03,RI,2002
PL_RUCA,138546,574,10.50,1.24,1.00,0.88,RI,2002
PL_RUCA10,138546,574,10.00,1.24,1.00,0.87,RI,2002
PL_RUCA4,138546,574,4.00,1.02,1.00,0.17,RI,2002
PL_RUCC,138343,777,9.00,2.09,0.00,0.55,RI,2002
PL_UIC,138343,777,9.00,2.16,1.00,0.73,RI,2002
PRCCS1,81575,57545,231.00,120.56,1.00,62.25,RI,2002
PRCCS2,42957,96163,231.00,123.58,1.00,68.54,RI,2002
PRCCS3,23711,115409,231.00,118.09,1.00,71.75,RI,2002
PRCCS4,13471,125649,231.00,124.21,1.00,74.96,RI,2002
PRCCS5,8572,130548,231.00,123.45,1.00,77.36,RI,2002
PRCCS6,5181,133939,231.00,135.45,1.00,78.88,RI,2002
PRCCS7,3250,135870,231.00,144.72,1.00,77.73,RI,2002
PRCCS8,2175,136945,231.00,145.11,1.00,78.70,RI,2002
PRCCS9,1511,137609,231.00,148.45,1.00,77.63,RI,2002
PRCCS10,1101,138019,231.00,143.59,1.00,79.49,RI,2002
PRCCS11,806,138314,231.00,144.16,1.00,77.49,RI,2002
PRDAY1,83948,55172,364.00,1.53,-4.00,4.03,RI,2002
PRDAY2,44162,94958,225.00,1.85,-4.00,4.10,RI,2002
PRDAY3,24312,114808,244.00,2.48,-4.00,5.34,RI,2002
PRDAY4,13823,125297,297.00,3.36,-3.00,7.64,RI,2002
PRDAY5,8779,130341,300.00,4.41,-3.00,9.20,RI,2002
PRDAY6,5297,133823,322.00,5.92,-3.00,10.50,RI,2002
PRDAY7,3334,135786,167.00,7.70,-2.00,11.70,RI,2002
