field,count,count_null,max,mean,min,stddev_samp,state,year
HCUP_ED,272404,0,2.00,0.31,0.00,0.48,UT,2006
HCUP_OS,272404,0,2.00,0.01,0.00,0.13,UT,2006
Homeless,272404,0,1.00,0.00,0.00,0.01,UT,2006
HOSPBRTH,272404,0,1.00,0.20,0.00,0.40,UT,2006
LOS,272367,37,364.00,3.83,0.00,6.29,UT,2006
LOS_X,272404,0,1525.00,3.92,0.00,10.81,UT,2006
MDC,272404,0,25.00,11.19,0.00,5.27,UT,2006
MDC18,272404,0,25.00,11.19,0.00,5.27,UT,2006
MDC24,272404,0,25.00,11.19,0.00,5.27,UT,2006
MEDINCSTQ,261921,10483,4.00,2.45,1.00,1.08,UT,2006
NDX,272404,0,9.00,4.88,0.00,2.77,UT,2006
NECODE,272404,0,6.00,0.27,0.00,0.80,UT,2006
NEOMAT,272404,0,3.00,0.62,0.00,0.80,UT,2006
NPR,272404,0,6.00,1.44,0.00,1.61,UT,2006
PAY1,272094,310,6.00,2.61,1.00,1.22,UT,2006
PAY2,124593,147811,6.00,3.21,1.00,1.10,UT,2006
PL_CBSA,271731,673,2.00,1.80,0.00,0.53,UT,2006
PL_MSA1993,271731,673,1.00,0.73,0.00,0.44,UT,2006
PL_NHCS2006,271731,673,6.00,2.67,1.00,1.54,UT,2006
PL_RUCA10_2005,261959,10445,10.00,1.97,1.00,2.23,UT,2006
PL_RUCA2005,261959,10445,10.60,1.99,1.00,2.29,UT,2006
PL_RUCA4_2005,261959,10445,4.00,1.27,1.00,0.72,UT,2006
PL_RUCC2003,271731,673,9.00,2.67,1.00,1.54,UT,2006
PL_UIC2003,271731,673,12.00,2.76,1.00,2.08,UT,2006
PL_UR_CAT4,271731,673,4.00,2.20,1.00,0.56,UT,2006
PL_UR_CAT5,271731,673,5.00,2.23,1.00,0.68,UT,2006
PRCCS1,174360,98044,231.00,120.24,1.00,52.95,UT,2006
PRCCS2,101013,171391,231.00,120.84,1.00,57.09,UT,2006
PRCCS3,54972,217432,231.00,115.57,1.00,60.94,UT,2006
PRCCS4,29756,242648,231.00,113.24,1.00,68.55,UT,2006
PRCCS5,18770,253634,231.00,114.49,1.00,76.29,UT,2006
PRCCS6,13045,259359,231.00,114.26,1.00,75.27,UT,2006
PROCTYPE,272404,0,1.00,0.64,0.00,0.48,UT,2006
RACE,245323,27081,6.00,1.30,1.00,0.84,UT,2006
TOTCHG,266906,5498,971803.00,14443.30,38.00,27029.43,UT,2006
ZIPINC_QRTL,261921,10483,4.00,2.84,1.00,0.93,UT,2006
AYEAR,272404,0,2006.00,2005.99,2002.00,0.10,UT,2006
DMONTH,272404,0,12.00,6.48,1.00,3.44,UT,2006
BMONTH,272403,1,12.00,6.52,1.00,3.41,UT,2006
BYEAR,272403,1,2006.00,1969.07,1900.00,28.36,UT,2006
