field,count,count_null,max,mean,min,stddev_samp,state,year
DSNUM,2530206,0,2.00,2.00,2.00,0.00,NY,1995
DSTYPE,2530206,0,1.00,1.00,1.00,0.00,NY,1995
AGE,2529908,298,124.00,44.67,0.00,27.58,NY,1995
AGEDAY,306899,2223307,364.00,20.25,0.00,63.47,NY,1995
SEX,2529887,319,2.00,1.58,1.00,0.49,NY,1995
RACE,2407239,122967,6.00,1.76,1.00,1.34,NY,1995
ADAYWK,2530206,0,7.00,3.95,1.00,1.83,NY,1995
AMONTH,2530206,0,12.00,6.46,1.00,3.44,NY,1995
DQTR,2530206,0,4.00,2.49,1.00,1.12,NY,1995
LOS,2524133,6073,4317.00,7.39,0.00,14.97,NY,1995
LOS_X,2530206,0,4317.00,7.40,0.00,15.09,NY,1995
DISP,2530199,7,20.00,2.24,1.00,3.55,NY,1995
DIED,2530199,7,1.00,0.03,0.00,0.17,NY,1995
NEOMAT,2530206,0,3.00,0.34,0.00,0.66,NY,1995
ATYPE,2512213,17993,4.00,1.93,1.00,1.09,NY,1995
ASOURCE,2461906,68300,5.00,3.11,1.00,1.96,NY,1995
DXSYS,2530206,0,1.00,1.00,1.00,0.00,NY,1995
DSNDX,2530206,0,17.00,17.00,17.00,0.00,NY,1995
NDX,2530206,0,17.00,4.16,1.00,2.92,NY,1995
DXV1,2530198,8,0.00,0.00,0.00,0.00,NY,1995
DXV2,2111887,418319,0.00,0.00,0.00,0.00,NY,1995
DXV3,1636929,893277,0.00,0.00,0.00,0.00,NY,1995
DXV4,1232850,1297356,0.00,0.00,0.00,0.00,NY,1995
DXV5,908402,1621804,0.00,0.00,0.00,0.00,NY,1995
DXV6,658850,1871356,0.00,0.00,0.00,0.00,NY,1995
DXV7,472770,2057436,0.00,0.00,0.00,0.00,NY,1995
DXV8,335284,2194922,0.00,0.00,0.00,0.00,NY,1995
DXV9,233824,2296382,0.00,0.00,0.00,0.00,NY,1995
DXV10,146450,2383756,0.00,0.00,0.00,0.00,NY,1995
DXV11,96430,2433776,0.00,0.00,0.00,0.00,NY,1995
DXV12,66876,2463330,0.00,0.00,0.00,0.00,NY,1995
PRV11,21010,2509196,0.00,0.00,0.00,0.00,NY,1995
PRV12,15639,2514567,0.00,0.00,0.00,0.00,NY,1995
PRV13,9669,2520537,0.00,0.00,0.00,0.00,NY,1995
PRV14,7294,2522912,0.00,0.00,0.00,0.00,NY,1995
PRV15,5349,2524857,0.00,0.00,0.00,0.00,NY,1995
PCCHPR1,1895640,634566,231.00,144.38,1.00,66.20,NY,1995
PCCHPR2,1171384,1358822,231.00,151.74,1.00,66.48,NY,1995
PCCHPR3,710141,1820065,231.00,156.09,1.00,67.76,NY,1995
PCCHPR4,413718,2116488,231.00,165.09,1.00,66.54,NY,1995
PCCHPR5,248267,2281939,231.00,170.00,1.00,66.21,NY,1995
PCCHPR6,156117,2374089,231.00,172.57,1.00,66.00,NY,1995
PCCHPR7,92926,2437280,231.00,177.13,1.00,63.93,NY,1995
PCCHPR8,63868,2466338,231.00,179.09,1.00,62.90,NY,1995
PCCHPR9,42690,2487516,231.00,181.23,1.00,61.92,NY,1995
PCCHPR10,30677,2499529,231.00,182.22,1.00,61.35,NY,1995
PCCHPR11,21010,2509196,231.00,182.55,1.00,61.28,NY,1995
PCCHPR12,15639,2514567,231.00,185.82,1.00,58.70,NY,1995
PCCHPR13,9669,2520537,231.00,188.78,1.00,56.29,NY,1995
PCCHPR14,7294,2522912,231.00,189.76,4.00,54.99,NY,1995
PCCHPR15,5349,2524857,231.00,191.59,1.00,54.49,NY,1995
PRDAY1,1895640,634566,2090.00,1.73,0.00,6.76,NY,1995
PRDAY2,1171384,1358822,4053.00,2.29,0.00,8.91,NY,1995
PRDAY3,710141,1820065,1347.00,2.94,0.00,8.52,NY,1995
PRDAY4,413718,2116488,1505.00,3.87,0.00,10.47,NY,1995
PRDAY5,248267,2281939,1328.00,4.98,0.00,12.02,NY,1995
PRDAY6,156117,2374089,2955.00,6.09,0.00,16.39,NY,1995
PRDAY7,92926,2437280,2876.00,6.94,0.00,16.81,NY,1995
PRDAY8,63868,2466338,1871.00,7.90,0.00,16.98,NY,1995
PRDAY9,42690,2487516,1828.00,8.73,0.00,18.32,NY,1995
PRDAY10,30677,2499529,1975.00,9.54,0.00,21.68,NY,1995
PRDAY11,21010,2509196,1294.00,10.44,0.00,19.66,NY,1995
PRDAY12,15639,2514567,1112.00,11.53,0.00,21.93,NY,1995
PRDAY13,9669,2520537,1678.00,12.58,0.00,27.66,NY,1995
PRDAY14,7294,2522912,2177.00,13.43,0.00,33.43,NY,1995
PRDAY15,5349,2524857,366.00,13.79,0.00,22.99,NY,1995
DRG,2530206,0,495.00,270.37,1.00,142.00,NY,1995
MDC,2530206,0,25.00,10.31,1.00,6.01,NY,1995
DRGVER,2530206,0,13.00,12.25,12.00,0.43,NY,1995
DRG10,2530206,0,492.00,267.45,1.00,140.36,NY,1995
MDC10,2530206,0,25.00,10.31,1.00,6.01,NY,1995
PAY1,2529677,529,6.00,2.28,1.00,1.11,NY,1995
PAY1_N,2529677,529,12.00,2.86,1.00,2.02,NY,1995
PAY2,1049331,1480875,6.00,3.28,1.00,1.05,NY,1995
PAY2_N,1049331,1480875,12.00,4.50,1.00,2.46,NY,1995
