field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,1116182,17,110.00,47.40,0.00,27.52,NC,2006
AGEDAY,136854,979345,364.00,12.31,0.00,49.60,NC,2006
AGEMONTH,160202,955997,131.00,8.55,0.00,24.13,NC,2006
AMONTH,1116199,0,12.00,6.49,1.00,3.46,NC,2006
ASOURCE,1106916,9283,5.00,3.25,1.00,1.95,NC,2006
ATYPE,1109352,6847,4.00,2.00,1.00,1.02,NC,2006
AWEEKEND,1116198,1,1.00,0.19,0.00,0.40,NC,2006
BWT,34533,1081666,8968.00,3132.95,241.00,728.64,NC,2006
DIED,1116199,0,1.00,0.02,0.00,0.15,NC,2006
DISPUB92,1116199,0,66.00,3.80,1.00,9.98,NC,2006
DISPUNIFORM,1116199,0,99.00,2.42,1.00,3.29,NC,2006
DQTR,1116199,0,4.00,2.50,1.00,1.12,NC,2006
DRG,1116199,0,579.00,296.86,1.00,155.71,NC,2006
DRG18,1116199,0,511.00,264.83,1.00,141.66,NC,2006
DRG24,1116199,0,579.00,306.62,1.00,160.54,NC,2006
DRGVER,1116199,0,24.00,23.25,23.00,0.43,NC,2006
DXCCS1,1116198,1,259.00,147.38,1.00,64.57,NC,2006
DXCCS2,1061088,55111,259.00,124.32,1.00,65.82,NC,2006
DXCCS3,946802,169397,259.00,123.23,1.00,65.03,NC,2006
DXCCS4,838367,277832,259.00,120.78,1.00,65.43,NC,2006
DXCCS5,735644,380555,259.00,119.61,1.00,66.37,NC,2006
DXCCS6,640391,475808,259.00,119.71,1.00,67.57,NC,2006
DXCCS7,552517,563682,259.00,120.60,1.00,68.97,NC,2006
DXCCS8,470347,645852,259.00,121.45,1.00,70.08,NC,2006
DXCCS9,387998,728201,259.00,122.76,1.00,71.15,NC,2006
DXCCS10,20622,1095577,259.00,129.08,1.00,74.27,NC,2006
DXCCS11,18536,1097663,259.00,131.76,1.00,75.90,NC,2006
DXCCS12,16579,1099620,259.00,133.88,1.00,76.48,NC,2006
DXCCS13,14654,1101545,259.00,134.68,1.00,77.66,NC,2006
DXCCS14,12616,1103583,259.00,137.02,1.00,78.70,NC,2006
DXCCS15,9551,1106648,259.00,137.22,1.00,78.51,NC,2006
DXCCS16,1226,1114973,259.00,116.88,2.00,68.26,NC,2006
DXCCS17,1090,1115109,259.00,121.59,3.00,69.35,NC,2006
E_CCS1,174761,941438,2621.00,2613.23,2601.00,5.73,NC,2006
E_CCS2,23047,1093152,2621.00,2613.72,2601.00,6.42,NC,2006
E_CCS3,3298,1112901,2621.00,2613.75,2601.00,6.68,NC,2006
E_CCS4,299,1115900,2621.00,2614.17,2601.00,5.34,NC,2006
E_CCS5,44,1116155,2621.00,2615.32,2603.00,4.42,NC,2006
HCUP_ED,1116199,0,4.00,0.54,0.00,0.75,NC,2006
HCUP_OS,1116199,0,1.00,0.02,0.00,0.15,NC,2006
HOSPBRTH,1116199,0,1.00,0.11,0.00,0.31,NC,2006
LOS,1116198,1,273.00,4.70,0.00,6.11,NC,2006
LOS_X,1116199,0,273.00,4.70,-9.00,6.11,NC,2006
MDC,1116199,0,25.00,9.79,0.00,5.63,NC,2006
MDC18,1116199,0,25.00,9.79,1.00,5.63,NC,2006
MDC24,1116199,0,25.00,9.79,0.00,5.63,NC,2006
MEDINCSTQ,1084759,31440,4.00,2.33,1.00,1.11,NC,2006
NDX,1116199,0,17.00,6.13,1.00,2.94,NC,2006
NECODE,1116199,0,6.00,0.18,0.00,0.45,NC,2006
NEOMAT,1116199,0,3.00,0.35,0.00,0.67,NC,2006
NPR,1116199,0,6.00,1.43,0.00,1.66,NC,2006
PAY1,1115923,276,6.00,2.18,1.00,1.17,NC,2006
PAY2,591802,524397,6.00,2.78,1.00,1.59,NC,2006
PL_CBSA,1112941,3258,2.00,1.56,0.00,0.65,NC,2006
PL_MSA1993,1112941,3258,1.00,0.64,0.00,0.48,NC,2006
PL_NHCS2006,1112941,3258,6.00,3.63,1.00,1.39,NC,2006
PL_RUCA10_2005,1084913,31286,10.00,2.97,1.00,2.69,NC,2006
PL_RUCA2005,1084913,31286,10.60,3.01,1.00,2.75,NC,2006
PL_RUCA4_2005,1084913,31286,4.00,1.56,1.00,0.87,NC,2006
PL_RUCC2003,1112941,3258,9.00,3.02,1.00,1.85,NC,2006
PL_UIC2003,1112941,3258,12.00,3.05,1.00,2.16,NC,2006
PL_UR_CAT4,1112941,3258,4.00,2.28,1.00,0.83,NC,2006
PL_UR_CAT5,1112941,3258,5.00,2.30,1.00,0.89,NC,2006
PRCCS2,399459,716740,231.00,124.17,1.00,66.65,NC,2006
PRCCS3,233747,882452,231.00,118.93,1.00,67.53,NC,2006
