field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,353273,92,108.00,49.63,0.00,29.07,IA,1998
AGEDAY,41923,311442,364.00,16.62,0.00,57.77,IA,1998
AGEMONTH,50959,302406,131.00,10.65,0.00,26.92,IA,1998
AMONTH,353365,0,12.00,6.42,1.00,3.48,IA,1998
ASOURCE,347075,6290,5.00,3.56,1.00,1.87,IA,1998
ATYPE,342067,11298,4.00,2.27,1.00,0.95,IA,1998
AWEEKEND,353365,0,1.00,0.19,0.00,0.39,IA,1998
DIED,353365,0,1.00,0.03,0.00,0.16,IA,1998
DISPUB92,353365,0,20.00,2.22,1.00,3.22,IA,1998
DISPUNIFORM,353365,0,20.00,2.42,1.00,3.33,IA,1998
DQTR,353365,0,4.00,2.48,1.00,1.12,IA,1998
DRG,353365,0,511.00,256.26,1.00,142.05,IA,1998
DRG10,353365,0,492.00,250.13,1.00,137.53,IA,1998
DRG18,353365,0,511.00,256.28,1.00,142.10,IA,1998
DRGVER,353365,0,16.00,15.25,15.00,0.43,IA,1998
DXCCS1,353343,22,259.00,146.26,1.00,63.45,IA,1998
DXCCS2,312084,41281,2621.00,168.92,1.00,326.62,IA,1998
DXCCS3,259035,94330,2621.00,183.78,1.00,394.49,IA,1998
DXCCS4,211544,141821,2621.00,196.15,1.00,440.58,IA,1998
DXCCS5,169509,183856,2621.00,212.84,1.00,487.00,IA,1998
DXCCS6,133091,220274,2621.00,229.75,1.00,527.03,IA,1998
DXCCS7,102537,250828,2621.00,250.71,1.00,570.64,IA,1998
DXCCS8,77937,275428,2621.00,278.87,1.00,622.55,IA,1998
DXCCS9,58422,294943,2621.00,311.56,1.00,674.87,IA,1998
DXCCS10,8540,344825,2621.00,2612.66,2601.00,6.32,IA,1998
DXCCS11,790,352575,2621.00,2620.77,2604.00,1.26,IA,1998
FEMALE,353075,290,1.00,0.59,0.00,0.49,IA,1998
LOS,353360,5,344.00,4.54,0.00,6.08,IA,1998
LOS_X,353365,0,852.00,4.55,0.00,6.41,IA,1998
MDC,353365,0,25.00,9.56,0.00,5.62,IA,1998
MDC10,353365,0,25.00,9.56,0.00,5.63,IA,1998
MDC18,353365,0,25.00,9.56,0.00,5.62,IA,1998
NDX,353365,0,11.00,4.77,1.00,2.75,IA,1998
NEOMAT,353365,0,3.00,0.33,0.00,0.66,IA,1998
NPR,353365,0,6.00,1.21,0.00,1.52,IA,1998
PAY1,353365,0,6.00,2.13,1.00,1.15,IA,1998
PRCCS1,200845,152520,231.00,120.97,1.00,60.69,IA,1998
PRCCS2,104092,249273,231.00,120.46,1.00,64.61,IA,1998
PRCCS3,58860,294505,231.00,114.41,1.00,68.63,IA,1998
PRCCS4,32391,320974,231.00,114.60,1.00,72.35,IA,1998
PRCCS5,19519,333846,231.00,114.99,1.00,75.28,IA,1998
PRCCS6,10993,342372,231.00,129.09,1.00,77.59,IA,1998
PRDAY1,200849,152516,365.00,1.18,-3.00,3.22,IA,1998
PRDAY2,104092,249273,365.00,1.49,-3.00,4.23,IA,1998
PRDAY3,58860,294505,324.00,1.83,-3.00,4.77,IA,1998
PRDAY4,32392,320973,261.00,2.35,-3.00,5.67,IA,1998
PRDAY5,19519,333846,289.00,2.94,-3.00,6.91,IA,1998
PRDAY6,10993,342372,289.00,3.98,-3.00,7.96,IA,1998
PSTCO,330152,23213,19197.00,19110.63,19001.00,56.71,IA,1998
RACE,268382,84983,5.00,1.05,1.00,0.35,IA,1998
TOTCHG,353206,159,678855.00,8264.20,27.00,14240.98,IA,1998
AYEAR,353365,0,1998.00,1997.99,1995.00,0.11,IA,1998
DMONTH,353365,0,12.00,6.42,1.00,3.47,IA,1998
BMONTH,353362,3,12.00,6.54,1.00,3.43,IA,1998
BYEAR,353362,3,1998.00,1947.91,1890.00,29.17,IA,1998
PRMONTH1,200849,152516,12.00,6.47,1.00,3.44,IA,1998
PRMONTH2,104092,249273,12.00,6.46,1.00,3.45,IA,1998
PRMONTH3,58860,294505,12.00,6.51,1.00,3.46,IA,1998
PRMONTH4,32392,320973,12.00,6.53,1.00,3.46,IA,1998
PRMONTH5,19519,333846,12.00,6.57,1.00,3.46,IA,1998
PRMONTH6,10993,342372,12.00,6.60,1.00,3.43,IA,1998
PRYEAR1,200849,152516,1998.00,1997.99,1995.00,0.10,IA,1998
PRYEAR2,104092,249273,1998.00,1997.99,1995.00,0.11,IA,1998
PRYEAR3,58860,294505,1998.00,1997.99,1996.00,0.12,IA,1998
PRYEAR4,32392,320973,1998.00,1997.98,1995.00,0.13,IA,1998
