field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,192232,16,106.00,48.11,0.00,29.35,NE,2005
AGEDAY,26167,166081,364.00,13.28,0.00,51.19,NE,2005
AGEMONTH,30938,161310,131.00,9.07,0.00,24.90,NE,2005
AMONTH,192248,0,12.00,6.71,1.00,3.38,NE,2005
ASOURCE,190645,1603,5.00,3.76,1.00,1.81,NE,2005
ATYPE,191890,358,5.00,2.36,1.00,0.98,NE,2005
AWEEKEND,192248,0,1.00,0.17,0.00,0.38,NE,2005
DIED,192227,21,1.00,0.02,0.00,0.14,NE,2005
DISPUB92,192227,21,65.00,5.01,1.00,13.18,NE,2005
DISPUNIFORM,192227,21,99.00,2.37,1.00,3.10,NE,2005
DQTR,192248,0,4.00,2.58,1.00,1.10,NE,2005
DRG,192248,0,559.00,285.62,1.00,146.66,NE,2005
DRG18,192248,0,511.00,265.36,1.00,139.43,NE,2005
DRGVER,192248,0,23.00,22.26,22.00,0.44,NE,2005
DXCCS1,192241,7,259.00,152.63,1.00,63.53,NE,2005
DXCCS2,173757,18491,259.00,130.54,1.00,64.99,NE,2005
DXCCS3,150668,41580,259.00,125.22,1.00,65.49,NE,2005
DXCCS4,129678,62570,259.00,122.57,1.00,66.14,NE,2005
DXCCS5,110138,82110,259.00,121.66,1.00,67.10,NE,2005
DXCCS6,92318,99930,259.00,121.38,1.00,68.24,NE,2005
DXCCS7,76138,116110,259.00,122.98,1.00,69.77,NE,2005
DXCCS8,61517,130731,259.00,123.80,1.00,70.76,NE,2005
DXCCS9,47306,144942,259.00,125.27,1.00,71.98,NE,2005
E_CCS1,30541,161707,2621.00,2612.96,2601.00,5.86,NE,2005
E_CCS2,7816,184432,2621.00,2616.66,2601.00,5.62,NE,2005
E_CCS3,1545,190703,2621.00,2618.87,2601.00,3.97,NE,2005
E_CCS4,167,192081,2621.00,2618.22,2601.00,3.78,NE,2005
E_CCS5,22,192226,2621.00,2618.18,2607.00,3.71,NE,2005
E_CCS6,2,192246,2621.00,2620.00,2619.00,1.41,NE,2005
FEMALE,191458,790,1.00,0.60,0.00,0.49,NE,2005
HCUP_ED,192248,0,4.00,0.40,0.00,0.73,NE,2005
HCUP_OS,192248,0,1.00,0.03,0.00,0.17,NE,2005
LOS,192248,0,245.00,4.32,0.00,5.79,NE,2005
LOS_X,192248,0,245.00,4.32,0.00,5.79,NE,2005
MDC,192248,0,24.00,9.75,1.00,5.44,NE,2005
MDC18,192248,0,24.00,9.75,0.00,5.44,NE,2005
MEDINCSTQ,190631,1617,4.00,2.38,1.00,1.10,NE,2005
NDX,192248,0,9.00,5.38,1.00,2.83,NE,2005
NECODE,192248,0,6.00,0.21,0.00,0.53,NE,2005
NEOMAT,192248,0,3.00,0.37,0.00,0.69,NE,2005
NPR,192248,0,6.00,1.36,0.00,1.67,NE,2005
PAY1,192248,0,6.00,2.10,1.00,1.09,NE,2005
