field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,198033,14,109.00,47.77,0.00,29.21,NE,2002
AGEDAY,26273,171774,364.00,16.27,0.00,56.81,NE,2002
AGEMONTH,31311,166736,131.00,9.78,0.00,26.03,NE,2002
AMONTH,198047,0,12.00,6.51,1.00,3.46,NE,2002
ASOURCE,197939,108,5.00,3.77,1.00,1.81,NE,2002
ATYPE,197913,134,6.00,2.35,1.00,0.97,NE,2002
AWEEKEND,198047,0,1.00,0.18,0.00,0.38,NE,2002
DIED,198023,24,1.00,0.02,0.00,0.14,NE,2002
DISPUB92,198023,24,72.00,3.49,1.00,10.06,NE,2002
DISPUNIFORM,198023,24,20.00,2.24,1.00,3.11,NE,2002
DQTR,198047,0,4.00,2.51,1.00,1.12,NE,2002
DRG,198047,0,527.00,275.66,1.00,144.57,NE,2002
DRG18,198047,0,511.00,263.73,1.00,140.25,NE,2002
DRGVER,198047,0,20.00,19.25,19.00,0.43,NE,2002
DXCCS1,198047,0,259.00,150.04,1.00,62.87,NE,2002
DXCCS2,175991,22056,2621.00,167.30,1.00,311.29,NE,2002
DXCCS3,150382,47665,2621.00,191.50,1.00,412.75,NE,2002
DXCCS4,126895,71152,2621.00,211.05,1.00,474.91,NE,2002
DXCCS5,105245,92802,2621.00,236.54,1.00,536.34,NE,2002
DXCCS6,84923,113124,2621.00,267.22,1.00,597.66,NE,2002
DXCCS7,67699,130348,2621.00,296.74,1.00,649.15,NE,2002
DXCCS8,53338,144709,2621.00,328.25,1.00,697.43,NE,2002
DXCCS9,41582,156465,2621.00,376.29,1.00,762.65,NE,2002
DXCCS10,11464,186583,2621.00,2613.25,2601.00,5.88,NE,2002
FEMALE,198045,2,1.00,0.60,0.00,0.49,NE,2002
LOS,198047,0,100.00,4.27,0.00,5.26,NE,2002
LOS_X,198047,0,100.00,4.27,0.00,5.26,NE,2002
MDC,198047,0,24.00,9.65,1.00,5.37,NE,2002
MDC18,198047,0,24.00,9.65,1.00,5.37,NE,2002
NDX,198047,0,10.00,5.13,1.00,2.88,NE,2002
NEOMAT,198047,0,3.00,0.36,0.00,0.68,NE,2002
NPR,198047,0,6.00,1.30,0.00,1.58,NE,2002
PAY1,198047,0,6.00,2.21,1.00,1.00,NE,2002
PAY2,79573,118474,6.00,4.22,1.00,1.70,NE,2002
PL_CBSA,196688,1359,2.00,1.27,0.00,0.83,NE,2002
PL_MSA1993,196688,1359,1.00,0.49,0.00,0.50,NE,2002
PL_RUCA,196676,1371,10.50,4.24,1.00,3.55,NE,2002
PL_RUCA10,196676,1371,10.00,4.20,1.00,3.50,NE,2002
PL_RUCA4,196676,1371,4.00,2.02,1.00,1.16,NE,2002
PL_RUCC,196688,1359,9.00,4.50,0.00,2.45,NE,2002
PL_UIC,196688,1359,9.00,4.78,1.00,2.83,NE,2002
PRCCS1,115093,82954,231.00,109.60,1.00,54.75,NE,2002
PRCCS2,65223,132824,231.00,109.24,1.00,60.50,NE,2002
PRCCS3,38146,159901,231.00,106.84,1.00,64.80,NE,2002
PRCCS4,20489,177558,231.00,104.70,1.00,66.66,NE,2002
PRCCS5,12306,185741,231.00,101.83,1.00,69.40,NE,2002
PRCCS6,6790,191257,231.00,117.95,1.00,76.24,NE,2002
PRDAY1,115096,82951,85.00,1.08,-3.00,2.64,NE,2002
PRDAY2,65223,132824,90.00,1.28,-3.00,3.17,NE,2002
PRDAY3,38146,159901,79.00,1.60,-3.00,3.72,NE,2002
PRDAY4,20489,177558,99.00,2.15,-3.00,4.62,NE,2002
PRDAY5,12306,185741,77.00,2.86,-3.00,5.60,NE,2002
PRDAY6,6791,191256,69.00,3.88,-3.00,6.68,NE,2002
PSTCO2,196688,1359,56045.00,30511.84,1003.00,3325.36,NE,2002
TOTCHG,198045,2,965228.00,13835.21,123.00,23810.01,NE,2002
AYEAR,198047,0,2002.00,2001.99,2001.00,0.10,NE,2002
DMONTH,198047,0,12.00,6.53,1.00,3.45,NE,2002
BMONTH,198039,8,12.00,6.55,1.00,3.43,NE,2002
BYEAR,198039,8,2002.00,1953.78,1893.00,29.31,NE,2002
PRMONTH1,115096,82951,12.00,6.57,1.00,3.42,NE,2002
PRMONTH2,65223,132824,12.00,6.56,1.00,3.43,NE,2002
