field,count,count_null,max,mean,min,stddev_samp,state,year
DSNUM,350263,0,15.00,15.00,15.00,0.00,OR,1995
DSTYPE,350263,0,1.00,1.00,1.00,0.00,OR,1995
AGE,350087,176,120.00,44.39,0.00,28.31,OR,1995
AGEDAY,50990,299273,364.00,10.29,0.00,45.65,OR,1995
SEX,350176,87,2.00,1.60,1.00,0.49,OR,1995
ADAYWK,350263,0,7.00,3.97,1.00,1.83,OR,1995
AMONTH,350263,0,12.00,6.51,1.00,3.45,OR,1995
DQTR,350263,0,4.00,2.51,1.00,1.12,OR,1995
LOS,350116,147,228.00,3.74,0.00,4.72,OR,1995
LOS_X,350263,0,369.00,3.74,0.00,4.75,OR,1995
DISP,350263,0,20.00,1.91,1.00,2.90,OR,1995
DIED,350263,0,1.00,0.02,0.00,0.14,OR,1995
NEOMAT,350263,0,3.00,0.42,0.00,0.72,OR,1995
ATYPE,323698,26565,4.00,2.30,1.00,0.99,OR,1995
ASOURCE,295590,54673,5.00,3.46,1.00,1.91,OR,1995
DXSYS,350263,0,1.00,1.00,1.00,0.00,OR,1995
DSNDX,350263,0,10.00,10.00,10.00,0.00,OR,1995
NDX,350263,0,10.00,4.79,1.00,2.33,OR,1995
DXV1,350243,20,0.00,0.00,0.00,0.00,OR,1995
DXV2,348620,1643,1.00,0.00,0.00,0.03,OR,1995
DXV3,283676,66587,1.00,0.00,0.00,0.04,OR,1995
DXV4,222276,127987,1.00,0.00,0.00,0.04,OR,1995
DXV5,170774,179489,1.00,0.00,0.00,0.04,OR,1995
DXV6,127768,222495,1.00,0.00,0.00,0.04,OR,1995
DXV7,74317,275946,1.00,0.00,0.00,0.05,OR,1995
DXV8,47782,302481,1.00,0.00,0.00,0.02,OR,1995
DXV9,32919,317344,1.00,0.00,0.00,0.01,OR,1995
DXV10,20623,329640,1.00,0.00,0.00,0.03,OR,1995
DCCHPR1,350263,0,259.00,153.86,1.00,63.92,OR,1995
DCCHPR2,348242,2021,260.00,153.34,1.00,78.18,OR,1995
DCCHPR3,283279,66984,260.00,153.46,1.00,80.12,OR,1995
DCCHPR4,221958,128305,260.00,151.73,1.00,81.71,OR,1995
DCCHPR5,170573,179690,260.00,152.62,1.00,83.14,OR,1995
DCCHPR6,127616,222647,260.00,175.21,1.00,86.57,OR,1995
DCCHPR7,74109,276154,260.00,164.65,1.00,87.01,OR,1995
DCCHPR8,47780,302483,260.00,158.92,1.00,86.22,OR,1995
DCCHPR9,32918,317345,260.00,164.22,1.00,87.25,OR,1995
DCCHPR10,20611,329652,260.00,256.06,2.00,24.17,OR,1995
PRSYS,350263,0,1.00,1.00,1.00,0.00,OR,1995
DSNPR,350263,0,6.00,6.00,6.00,0.00,OR,1995
NPR,350263,0,6.00,1.46,0.00,1.52,OR,1995
PRV1,232821,117442,1.00,0.00,0.00,0.02,OR,1995
PRV2,135076,215187,1.00,0.00,0.00,0.06,OR,1995
PRV3,75355,274908,1.00,0.00,0.00,0.03,OR,1995
PRV4,40244,310019,1.00,0.00,0.00,0.03,OR,1995
PRV5,19144,331119,1.00,0.00,0.00,0.02,OR,1995
PRV6,8022,342241,1.00,0.00,0.00,0.02,OR,1995
PCCHPR1,232783,117480,231.00,125.21,1.00,61.37,OR,1995
PCCHPR2,134673,215590,231.00,128.88,1.00,62.19,OR,1995
PCCHPR3,75348,274915,231.00,125.65,1.00,65.31,OR,1995
PCCHPR4,40240,310023,231.00,132.61,1.00,69.61,OR,1995
PCCHPR5,19162,331101,231.00,136.43,1.00,72.93,OR,1995
PCCHPR6,8036,342227,231.00,130.91,1.00,74.87,OR,1995
PRDAY1,203388,146875,118.00,0.71,-4.00,2.00,OR,1995
PRDAY2,113453,236810,118.00,0.88,-4.00,2.39,OR,1995
PRDAY3,61268,288995,122.00,1.20,-4.00,3.16,OR,1995
PRDAY4,31482,318781,122.00,1.64,-3.00,4.04,OR,1995
PRDAY5,14951,335312,122.00,2.30,-3.00,5.26,OR,1995
PRDAY6,7349,342914,128.00,2.94,-3.00,6.48,OR,1995
DRG,350263,0,495.00,269.71,1.00,135.28,OR,1995
MDC,350263,0,25.00,10.17,0.00,5.47,OR,1995
DRGVER,350263,0,13.00,12.25,12.00,0.43,OR,1995
DRG10,350263,0,492.00,267.47,1.00,133.95,OR,1995
MDC10,350263,0,25.00,10.17,1.00,5.47,OR,1995
PAY1,350263,0,6.00,2.55,1.00,1.30,OR,1995
PAY1_N,350263,0,12.00,3.49,1.00,2.61,OR,1995
PAY2,114035,236228,6.00,3.54,1.00,1.02,OR,1995
PAY2_N,114035,236228,12.00,5.20,1.00,2.35,OR,1995
TOTCHG,319347,30916,947936.00,7295.19,100.00,12628.56,OR,1995
TOTCHG_X,319493,30770,947935.54,7299.69,4.75,12658.36,OR,1995
HOSPID,323384,26879,41084.00,41039.42,41001.00,23.74,OR,1995
