field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,1068689,25,115.00,47.37,0.00,27.49,NC,2003
AGEDAY,127935,940779,364.00,14.53,0.00,53.72,NC,2003
AGEMONTH,153968,914746,131.00,9.80,0.00,25.56,NC,2003
AMONTH,1068714,0,12.00,6.51,1.00,3.46,NC,2003
ASOURCE,1058535,10179,5.00,3.32,1.00,1.94,NC,2003
ATYPE,1061794,6920,4.00,2.01,1.00,0.99,NC,2003
AWEEKEND,1068677,37,1.00,0.19,0.00,0.39,NC,2003
BWT,18823,1049891,9064.00,3219.38,262.00,670.36,NC,2003
DIED,1068403,311,1.00,0.02,0.00,0.15,NC,2003
DISPUB92,1068403,311,72.00,2.83,1.00,7.14,NC,2003
DISPUNIFORM,1068403,311,99.00,2.28,1.00,3.29,NC,2003
DQTR,1068714,0,4.00,2.50,1.00,1.12,NC,2003
DRG,1068714,0,540.00,273.11,1.00,147.16,NC,2003
DRG18,1068714,0,511.00,260.59,1.00,142.64,NC,2003
DRGVER,1068714,0,21.00,20.25,20.00,0.43,NC,2003
DXCCS1,1068714,0,259.00,146.21,1.00,64.08,NC,2003
DXCCS2,999864,68850,259.00,123.85,1.00,64.91,NC,2003
DXCCS3,878041,190673,259.00,120.70,1.00,64.02,NC,2003
DXCCS4,759486,309228,259.00,118.09,1.00,63.68,NC,2003
DXCCS5,649920,418794,259.00,116.94,1.00,64.09,NC,2003
DXCCS6,547427,521287,259.00,116.65,1.00,64.61,NC,2003
DXCCS7,454579,614135,259.00,117.18,1.00,65.32,NC,2003
DXCCS8,371307,697407,259.00,118.22,1.00,66.31,NC,2003
DXCCS9,290952,777762,259.00,118.85,1.00,67.50,NC,2003
DXCCS10,9282,1059432,259.00,119.08,1.00,67.81,NC,2003
DXCCS11,8261,1060453,259.00,120.86,1.00,67.85,NC,2003
DXCCS12,7315,1061399,259.00,121.37,1.00,69.06,NC,2003
DXCCS13,6403,1062311,259.00,122.50,2.00,69.81,NC,2003
