field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,2658975,50,116.00,48.34,0.00,27.42,NY,2006
AGEDAY,285461,2373564,364.00,15.95,0.00,56.92,NY,2006
AGEMONTH,354552,2304473,131.00,11.63,0.00,27.52,NY,2006
AHOUR,2659017,8,2300.00,1272.84,0.00,613.69,NY,2006
AMONTH,2659025,0,12.00,6.49,1.00,3.44,NY,2006
ANESTH,2620915,38110,40.00,6.61,0.00,12.21,NY,2006
ASCHED,2516508,142517,1.00,0.29,0.00,0.45,NY,2006
ASOURCE,2609701,49324,5.00,2.62,1.00,1.92,NY,2006
ATYPE,2656788,2237,4.00,1.79,1.00,1.06,NY,2006
AWEEKEND,2659025,0,1.00,0.19,0.00,0.39,NY,2006
BLOOD,2658880,145,999.00,0.72,0.00,13.36,NY,2006
BWT,257595,2401430,9000.00,3259.70,230.00,608.47,NY,2006
DHOUR,2659005,20,2300.00,1418.36,0.00,350.95,NY,2006
DIED,2658983,42,1.00,0.02,0.00,0.15,NY,2006
DISPUB92,2658983,42,66.00,3.94,1.00,9.88,NY,2006
DISPUNIFORM,2658983,42,99.00,2.65,1.00,3.35,NY,2006
DQTR,2659025,0,4.00,2.50,1.00,1.12,NY,2006
DRG,2659025,0,579.00,299.62,1.00,156.62,NY,2006
DRG18,2659025,0,511.00,267.11,1.00,142.03,NY,2006
DRG24,2659025,0,579.00,309.66,1.00,160.77,NY,2006
DRGVER,2659025,0,24.00,23.25,23.00,0.43,NY,2006
DXATADMIT1,2659025,0,1.00,1.00,1.00,0.00,NY,2006
DXATADMIT2,2310242,348783,1.00,0.92,0.00,0.27,NY,2006
DXATADMIT3,2016680,642345,1.00,0.92,0.00,0.27,NY,2006
DXATADMIT4,1720070,938955,1.00,0.93,0.00,0.26,NY,2006
DXATADMIT5,1439517,1219508,1.00,0.93,0.00,0.26,NY,2006
DXATADMIT6,1180901,1478124,1.00,0.93,0.00,0.26,NY,2006
DXATADMIT7,956214,1702811,1.00,0.93,0.00,0.26,NY,2006
DXATADMIT8,762626,1896399,1.00,0.93,0.00,0.26,NY,2006
DXATADMIT9,602120,2056905,1.00,0.93,0.00,0.26,NY,2006
DXATADMIT10,441873,2217152,1.00,0.92,0.00,0.26,NY,2006
DXATADMIT11,344799,2314226,1.00,0.92,0.00,0.27,NY,2006
DXATADMIT12,267872,2391153,1.00,0.92,0.00,0.28,NY,2006
DXATADMIT13,207790,2451235,1.00,0.91,0.00,0.28,NY,2006
DXATADMIT14,154978,2504047,1.00,0.91,0.00,0.29,NY,2006
DXATADMIT15,110578,2548447,1.00,0.90,0.00,0.30,NY,2006
DXCCS1,2659007,18,259.00,141.54,1.00,66.68,NY,2006
DXCCS2,2425377,233648,259.00,121.70,1.00,64.65,NY,2006
DXCCS3,2110949,548076,259.00,116.93,1.00,63.54,NY,2006
DXCCS4,1793503,865522,259.00,114.77,1.00,63.72,NY,2006
DXCCS5,1493934,1165091,259.00,113.88,1.00,64.15,NY,2006
DXCCS6,1219761,1439264,259.00,113.88,1.00,64.83,NY,2006
DXCCS7,984195,1674830,259.00,114.56,1.00,65.71,NY,2006
DXCCS8,782845,1876180,259.00,115.33,1.00,66.56,NY,2006
DXCCS9,617817,2041208,259.00,116.40,1.00,67.46,NY,2006
DXCCS10,450792,2208233,259.00,117.64,1.00,68.54,NY,2006
DXCCS11,351661,2307364,259.00,118.75,1.00,69.53,NY,2006
DXCCS12,272187,2386838,259.00,119.63,1.00,70.45,NY,2006
DXCCS13,210831,2448194,259.00,120.70,1.00,71.45,NY,2006
DXCCS14,156898,2502127,259.00,121.27,1.00,72.36,NY,2006
DXCCS15,111931,2547094,259.00,122.50,1.00,73.02,NY,2006
E_CCS1,374953,2284072,2621.00,2612.40,2601.00,5.93,NY,2006
E_CCS2,153066,2505959,2621.00,2620.62,2601.00,1.59,NY,2006
E_CCS3,9323,2649702,2621.00,2613.72,2601.00,5.95,NY,2006
E_CCS4,3149,2655876,2621.00,2619.53,2601.00,3.65,NY,2006
E_CCS5,215,2658810,2621.00,2616.70,2601.00,4.92,NY,2006
E_CCS6,30,2658995,2621.00,2615.53,2601.00,5.73,NY,2006
E_CCS7,5,2659020,2621.00,2616.20,2613.00,4.38,NY,2006
E_CCS8,2,2659023,2621.00,2617.00,2613.00,5.66,NY,2006
FEMALE,2658956,69,1.00,0.57,0.00,0.50,NY,2006
HCUP_ED,2659025,0,4.00,0.90,0.00,1.15,NY,2006
HCUP_OS,2659025,0,1.00,0.00,0.00,0.07,NY,2006
Homeless,2659025,0,1.00,0.06,0.00,0.23,NY,2006
HOSPBRTH,2659025,0,1.00,0.09,0.00,0.29,NY,2006
LOS,2658823,202,364.00,5.69,0.00,9.50,NY,2006
LOS_X,2659025,0,3465.00,5.74,0.00,12.15,NY,2006
MDC,2659025,0,25.00,10.04,0.00,5.90,NY,2006
MDC18,2659025,0,25.00,10.04,1.00,5.90,NY,2006
MDC24,2659025,0,25.00,10.04,0.00,5.90,NY,2006
MDNUM1_R,2640925,18100,77378.00,24644.17,1.00,17488.60,NY,2006
MDNUM2_R,1937187,721838,77397.00,24557.69,1.00,17019.40,NY,2006
MEDINCSTQ,2474358,184667,4.00,2.42,1.00,1.13,NY,2006
NDX,2659025,0,15.00,5.88,1.00,3.78,NY,2006
NECODE,2659025,0,8.00,0.20,0.00,0.55,NY,2006
NEOMAT,2659025,0,3.00,0.30,0.00,0.63,NY,2006
NPR,2659025,0,15.00,1.99,0.00,2.27,NY,2006
PAY1,2659025,0,6.00,2.15,1.00,1.10,NY,2006
PAY2,1738971,920054,6.00,2.73,1.00,1.15,NY,2006
PL_CBSA,2652380,6645,2.00,1.90,0.00,0.36,NY,2006
PL_MSA1993,2652380,6645,1.00,0.93,0.00,0.26,NY,2006
PL_NHCS2006,2652380,6645,6.00,1.90,1.00,1.26,NY,2006
PL_RUCA10_2005,2474590,184435,10.00,1.60,1.00,1.77,NY,2006
PL_RUCA2005,2474590,184435,10.60,1.62,1.00,1.83,NY,2006
PL_RUCA4_2005,2474590,184435,4.00,1.17,1.00,0.56,NY,2006
PL_RUCC2003,2652380,6645,9.00,1.46,1.00,1.10,NY,2006
PL_UIC2003,2652380,6645,12.00,1.48,1.00,1.27,NY,2006
PL_UR_CAT4,2652380,6645,4.00,1.32,1.00,0.67,NY,2006
PL_UR_CAT5,2652380,6645,5.00,1.32,1.00,0.67,NY,2006
PRCCS1,1954958,704067,231.00,146.87,1.00,67.51,NY,2006
PRCCS2,1230583,1428442,231.00,151.27,1.00,69.67,NY,2006
PRCCS3,742561,1916464,231.00,149.72,1.00,72.32,NY,2006
