field,count,count_null,max,mean,min,stddev_samp,state,year
DSTYPE,1899586,0,1.00,1.00,1.00,0.00,FL,1995
AGE,1899325,261,123.00,49.57,0.00,28.47,FL,1995
SEX,1899577,9,2.00,1.57,1.00,0.49,FL,1995
RACE,1876887,22699,6.00,1.44,1.00,0.89,FL,1995
DQTR,1899586,0,4.00,2.48,1.00,1.13,FL,1995
LOS,1897466,2120,3955.00,5.25,0.00,8.33,FL,1995
LOS_X,1899586,0,3955.00,5.24,0.00,8.48,FL,1995
DISP,1899586,0,20.00,2.28,1.00,3.47,FL,1995
DIED,1899586,0,1.00,0.03,0.00,0.17,FL,1995
NEOMAT,1899586,0,3.00,0.31,0.00,0.64,FL,1995
ATYPE,1897171,2415,4.00,2.04,1.00,0.99,FL,1995
ASOURCE,1861772,37814,5.00,3.26,1.00,1.96,FL,1995
DXSYS,1899586,0,1.00,1.00,1.00,0.00,FL,1995
DSNDX,1899586,0,10.00,10.00,10.00,0.00,FL,1995
NDX,1899586,0,10.00,4.75,1.00,2.83,FL,1995
DXV1,1899563,23,1.00,0.00,0.00,0.00,FL,1995
DXV2,1678772,220814,1.00,0.00,0.00,0.00,FL,1995
DXV3,1384205,515381,1.00,0.00,0.00,0.00,FL,1995
DXV4,1122061,777525,1.00,0.00,0.00,0.00,FL,1995
DXV5,888814,1010772,1.00,0.00,0.00,0.00,FL,1995
DXV6,682259,1217327,1.00,0.00,0.00,0.00,FL,1995
DXV7,518409,1381177,1.00,0.00,0.00,0.00,FL,1995
DXV8,385464,1514122,0.00,0.00,0.00,0.00,FL,1995
DXV9,279401,1620185,0.00,0.00,0.00,0.00,FL,1995
DXV10,190970,1708616,0.00,0.00,0.00,0.00,FL,1995
DCCHPR1,1899584,2,259.00,142.18,1.00,64.89,FL,1995
DCCHPR2,1678873,220713,260.00,125.00,1.00,63.89,FL,1995
DCCHPR3,1384284,515302,260.00,120.12,1.00,62.98,FL,1995
DCCHPR4,1122113,777473,260.00,117.04,1.00,62.34,FL,1995
DCCHPR5,888837,1010749,260.00,115.13,1.00,62.07,FL,1995
DCCHPR6,682268,1217318,260.00,114.36,1.00,62.47,FL,1995
DCCHPR7,518416,1381170,260.00,113.94,1.00,62.42,FL,1995
DCCHPR8,385471,1514115,260.00,113.85,1.00,62.89,FL,1995
DCCHPR9,279404,1620182,260.00,114.55,1.00,63.71,FL,1995
DCCHPR10,190973,1708613,260.00,114.88,1.00,64.51,FL,1995
PRSYS,1899586,0,1.00,1.00,1.00,0.00,FL,1995
DSNPR,1899586,0,10.00,10.00,10.00,0.00,FL,1995
NPR,1899586,0,10.00,1.26,0.00,1.69,FL,1995
PRV1,1065835,833751,0.00,0.00,0.00,0.00,FL,1995
PRV2,584773,1314813,0.00,0.00,0.00,0.00,FL,1995
PRV3,329192,1570394,0.00,0.00,0.00,0.00,FL,1995
PRV4,173027,1726559,0.00,0.00,0.00,0.00,FL,1995
PRV5,97012,1802574,0.00,0.00,0.00,0.00,FL,1995
PRV6,58781,1840805,0.00,0.00,0.00,0.00,FL,1995
PRV7,36059,1863527,0.00,0.00,0.00,0.00,FL,1995
PRV8,23141,1876445,0.00,0.00,0.00,0.00,FL,1995
PRV9,14898,1884688,0.00,0.00,0.00,0.00,FL,1995
PRV10,9817,1889769,0.00,0.00,0.00,0.00,FL,1995
PCCHPR1,1065846,833740,231.00,110.94,1.00,60.26,FL,1995
PCCHPR2,584778,1314808,231.00,113.06,1.00,63.59,FL,1995
PCCHPR3,329195,1570391,231.00,107.76,1.00,67.06,FL,1995
PCCHPR4,173028,1726558,231.00,115.18,1.00,71.83,FL,1995
PCCHPR5,97012,1802574,231.00,118.47,1.00,75.06,FL,1995
PCCHPR6,58781,1840805,231.00,122.07,1.00,77.10,FL,1995
PCCHPR7,36059,1863527,231.00,129.93,1.00,78.40,FL,1995
PCCHPR8,23141,1876445,231.00,133.18,1.00,78.75,FL,1995
PCCHPR9,14898,1884688,231.00,138.21,1.00,78.61,FL,1995
PCCHPR10,9818,1889768,231.00,142.53,1.00,77.97,FL,1995
PRDAY1,1065845,833741,682.00,1.50,-3.00,3.81,FL,1995
DRG,1899586,0,495.00,249.27,1.00,140.66,FL,1995
MDC,1899586,0,25.00,9.34,0.00,5.63,FL,1995
DRGVER,1899586,0,13.00,12.25,12.00,0.43,FL,1995
DRG10,1899586,0,492.00,247.32,1.00,139.19,FL,1995
MDC10,1899586,0,25.00,9.34,1.00,5.63,FL,1995
PAY1,1899586,0,6.00,2.19,1.00,1.22,FL,1995
PAY1_N,1899586,0,12.00,2.92,1.00,2.19,FL,1995
