field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,516932,86,120.00,46.49,0.00,27.35,SC,2000
AMONTH,517018,0,12.00,6.46,1.00,3.47,SC,2000
ASOURCE,515758,1260,5.00,3.50,1.00,1.91,SC,2000
ATYPE,511658,5360,4.00,2.02,1.00,1.02,SC,2000
AWEEKEND,517018,0,1.00,0.18,0.00,0.39,SC,2000
DaysICU,517016,2,545.00,0.95,0.00,3.44,SC,2000
DIED,516825,193,1.00,0.03,0.00,0.16,SC,2000
DISPUB92,516826,192,51.00,2.06,1.00,3.26,SC,2000
DISPUNIFORM,516825,193,20.00,2.15,1.00,3.31,SC,2000
DQTR,517018,0,4.00,2.49,1.00,1.12,SC,2000
DRG,517018,0,511.00,258.54,1.00,141.19,SC,2000
DRG18,517018,0,511.00,258.54,1.00,141.19,SC,2000
DRGVER,517018,0,18.00,17.25,17.00,0.43,SC,2000
DXCCS1,516874,144,259.00,145.50,1.00,63.34,SC,2000
DXCCS2,459745,57273,2621.00,160.71,1.00,300.87,SC,2000
DXCCS3,387438,129580,2621.00,182.91,1.00,396.83,SC,2000
DXCCS4,321300,195718,2621.00,205.47,1.00,468.53,SC,2000
DXCCS5,259788,257230,2621.00,219.23,1.00,504.79,SC,2000
DXCCS6,199092,317926,2621.00,237.28,1.00,544.53,SC,2000
DXCCS7,153712,363306,2621.00,254.99,1.00,579.43,SC,2000
DXCCS8,116588,400430,2621.00,275.22,1.00,615.91,SC,2000
DXCCS9,86186,430832,2621.00,339.11,1.00,717.51,SC,2000
DXCCS10,23965,493053,2621.00,736.95,1.00,1079.37,SC,2000
DXCCS11,4662,512356,2621.00,2600.71,197.00,206.14,SC,2000
DXCCS12,663,516355,2621.00,2620.75,2603.00,1.62,SC,2000
FEMALE,516988,30,1.00,0.60,0.00,0.49,SC,2000
LOS,517005,13,358.00,4.79,0.00,6.92,SC,2000
LOS_X,517017,1,730.00,4.81,0.00,7.35,SC,2000
MDC,517018,0,25.00,9.45,0.00,5.49,SC,2000
MDC18,517018,0,25.00,9.45,0.00,5.49,SC,2000
NDX,517018,0,12.00,4.89,1.00,2.78,SC,2000
NEOMAT,517018,0,3.00,0.32,0.00,0.65,SC,2000
NPR,517018,0,10.00,1.32,0.00,1.60,SC,2000
PAY1,514060,2958,6.00,2.18,1.00,1.20,SC,2000
PAY2,264935,252083,6.00,2.52,1.00,0.99,SC,2000
PRCCS1,308145,208873,231.00,114.75,1.00,58.33,SC,2000
PRCCS2,173786,343232,231.00,116.01,1.00,62.86,SC,2000
PRCCS3,98774,418244,231.00,111.86,1.00,66.03,SC,2000
PRCCS4,49908,467110,231.00,115.56,1.00,70.33,SC,2000
PRCCS5,29245,487773,231.00,112.47,1.00,74.43,SC,2000
PRCCS6,16125,500893,231.00,129.67,1.00,79.38,SC,2000
PRCCS7,3468,513550,231.00,128.66,1.00,78.22,SC,2000
PRCCS8,2207,514811,231.00,131.07,1.00,78.40,SC,2000
PRCCS9,1474,515544,231.00,132.77,2.00,77.70,SC,2000
PRCCS10,903,516115,231.00,132.89,1.00,78.15,SC,2000
PRDAY1,307627,209391,193.00,1.43,-4.00,3.39,SC,2000
PRDAY2,173538,343480,254.00,1.64,-4.00,3.87,SC,2000
PRDAY3,98651,418367,315.00,2.11,-4.00,4.81,SC,2000
PRDAY4,49851,467167,233.00,2.83,-4.00,6.17,SC,2000
PRDAY5,29205,487813,364.00,3.67,-4.00,8.25,SC,2000
PRDAY6,16107,500911,364.00,4.65,-4.00,9.57,SC,2000
PRDAY7,3459,513559,309.00,7.65,-3.00,14.75,SC,2000
PRDAY8,2199,514819,311.00,9.24,-3.00,15.92,SC,2000
PRDAY9,1470,515548,309.00,10.76,-4.00,17.93,SC,2000
PRDAY10,903,516115,172.00,11.29,-4.00,16.48,SC,2000
PSTCO,512597,4421,45091.00,44848.34,13000.00,2047.34,SC,2000
RACE,516949,69,6.00,1.40,1.00,0.70,SC,2000
TOTCHG,517010,8,981958.00,12245.34,55.00,21255.94,SC,2000
