field,count,count_null,max,mean,min,stddev_samp,state,year
CPTDAY2,23484,31186,229.00,2.87,-3.00,7.22,VT,2008
CPTDAY3,21511,33159,364.00,2.80,-3.00,7.12,VT,2008
CPTDAY4,18251,36419,280.00,2.79,-4.00,7.25,VT,2008
CPTDAY5,15163,39507,286.00,2.86,-4.00,7.02,VT,2008
CPTDAY6,12471,42199,204.00,3.06,-4.00,7.06,VT,2008
CPTDAY7,9986,44684,304.00,3.45,-3.00,8.58,VT,2008
CPTDAY8,7808,46862,255.00,3.89,-4.00,9.12,VT,2008
CPTDAY9,6027,48643,206.00,4.40,-3.00,9.38,VT,2008
CPTDAY10,4652,50018,190.00,5.12,-4.00,10.11,VT,2008
CPTDAY11,3534,51136,252.00,5.84,-3.00,11.50,VT,2008
CPTDAY12,2679,51991,286.00,6.73,-3.00,13.48,VT,2008
CPTDAY13,2042,52628,245.00,7.64,-3.00,15.09,VT,2008
CPTDAY14,1526,53144,249.00,8.22,-3.00,16.44,VT,2008
CPTDAY15,1118,53552,293.00,9.07,-2.00,16.54,VT,2008
CPTDAY16,788,53882,143.00,9.61,-2.00,14.29,VT,2008
CPTDAY17,514,54156,143.00,9.95,-2.00,14.28,VT,2008
CPTDAY18,307,54363,88.00,10.17,-3.00,12.83,VT,2008
CPTDAY19,160,54510,49.00,9.24,-1.00,10.20,VT,2008
CPTDAY20,57,54613,69.00,9.77,-1.00,11.79,VT,2008
CPTDAY21,10,54660,10.00,4.90,-2.00,4.33,VT,2008
DISPUB04,54667,3,70.00,5.17,1.00,11.95,VT,2008
DISPUNIFORM,54667,3,20.00,3.11,1.00,3.40,VT,2008
DQTR,54670,0,4.00,2.48,1.00,1.11,VT,2008
DRG,54670,0,999.00,533.12,3.00,270.78,VT,2008
DRG24,54670,0,579.00,308.64,1.00,161.41,VT,2008
DRGVER,54670,0,26.00,25.24,25.00,0.43,VT,2008
DRG_NoPOA,54670,0,999.00,530.31,3.00,269.43,VT,2008
DXCCS1,54670,0,670.00,183.92,1.00,129.41,VT,2008
DXCCS2,51137,3533,670.00,176.04,1.00,151.57,VT,2008
DXCCS3,46848,7822,670.00,178.11,2.00,165.79,VT,2008
DXCCS4,42599,12071,670.00,179.22,1.00,171.30,VT,2008
DXCCS5,38384,16286,670.00,182.08,1.00,174.43,VT,2008
DXCCS6,34225,20445,670.00,184.43,1.00,176.58,VT,2008
DXCCS7,30155,24515,670.00,184.66,1.00,175.86,VT,2008
DXCCS8,26250,28420,670.00,188.18,1.00,176.55,VT,2008
DXCCS9,22142,32528,670.00,186.69,1.00,170.70,VT,2008
DXCCS10,17109,37561,670.00,188.76,1.00,169.17,VT,2008
DXCCS11,13139,41531,670.00,191.71,1.00,170.37,VT,2008
DXCCS12,11119,43551,670.00,190.31,1.00,163.66,VT,2008
DXCCS13,9247,45423,670.00,192.22,1.00,168.16,VT,2008
DXCCS14,7677,46993,670.00,193.18,1.00,166.58,VT,2008
DXCCS15,6344,48326,670.00,195.23,1.00,168.37,VT,2008
DXCCS16,5127,49543,670.00,200.13,1.00,167.71,VT,2008
DXCCS17,4048,50622,663.00,194.46,1.00,165.03,VT,2008
DXCCS18,2512,52158,663.00,194.02,1.00,163.64,VT,2008
DXCCS19,2042,52628,670.00,196.43,1.00,163.78,VT,2008
DXCCS20,1636,53034,670.00,204.33,1.00,167.82,VT,2008
E_CCS1,10534,44136,2621.00,2534.64,662.00,382.14,VT,2008
E_CCS2,3909,50761,2621.00,2558.91,662.00,337.65,VT,2008
E_CCS3,621,54049,2621.00,2441.49,662.00,560.69,VT,2008
E_CCS4,113,54557,2621.00,2462.84,662.00,532.13,VT,2008
E_CCS5,21,54649,2621.00,2618.76,2613.00,2.47,VT,2008
E_CCS6,4,54666,2621.00,2614.25,2603.00,7.80,VT,2008
FEMALE,54665,5,1.00,0.57,0.00,0.49,VT,2008
HCUP_ED,54670,0,4.00,0.67,0.00,0.98,VT,2008
HCUP_OS,54670,0,3.00,0.02,0.00,0.15,VT,2008
HOSPBRTH,54670,0,1.00,0.11,0.00,0.31,VT,2008
LOS,54669,1,259.00,4.37,0.00,6.42,VT,2008
LOS_X,54670,0,392.00,4.38,0.00,6.63,VT,2008
MDC,54670,0,25.00,9.77,0.00,5.70,VT,2008
MDC24,54670,0,25.00,9.82,0.00,5.69,VT,2008
MEDINCSTQ,53059,1611,4.00,2.33,1.00,1.11,VT,2008
MRN_R,54665,5,648565.00,407532.48,9.00,262631.34,VT,2008
NCPT,54670,0,22.00,3.03,0.00,4.01,VT,2008
NDX,54670,0,20.00,7.80,1.00,4.87,VT,2008
NECODE,54670,0,6.00,0.28,0.00,0.64,VT,2008
NEOMAT,54670,0,3.00,0.34,0.00,0.67,VT,2008
NPR,54670,0,20.00,1.73,0.00,2.27,VT,2008
PAY1,54633,37,6.00,2.05,1.00,1.07,VT,2008
PAY2,47823,6847,6.00,3.31,1.00,0.92,VT,2008
PL_CBSA,54596,74,2.00,1.11,0.00,0.75,VT,2008
PL_MSA1993,54596,74,1.00,0.34,0.00,0.48,VT,2008
PL_NCHS2006,54596,74,6.00,4.85,1.00,0.83,VT,2008
PL_RUCA10_2005,52214,2456,10.00,5.66,1.00,3.32,VT,2008
PL_RUCA2005,52214,2456,10.60,5.76,1.00,3.44,VT,2008
PRDAY5,5153,49517,356.00,2.42,-3.00,7.12,VT,2008
PRDAY6,3590,51080,111.00,2.89,-3.00,6.46,VT,2008
PRDAY7,2364,52306,171.00,3.39,-3.00,7.36,VT,2008
PRDAY8,1415,53255,91.00,4.36,-3.00,7.39,VT,2008
PRDAY9,972,53698,100.00,6.11,-2.00,9.76,VT,2008
PRDAY10,715,53955,92.00,6.88,-2.00,11.16,VT,2008
PRDAY11,543,54127,103.00,7.42,-1.00,12.50,VT,2008
PRDAY12,361,54309,92.00,8.34,-1.00,12.42,VT,2008
PRDAY13,281,54389,127.00,9.94,-1.00,15.39,VT,2008
PRDAY14,216,54454,143.00,10.61,-1.00,16.72,VT,2008
PRDAY15,180,54490,105.00,11.82,-1.00,15.40,VT,2008
PRDAY16,143,54527,287.00,12.92,0.00,27.56,VT,2008
PRDAY17,111,54559,94.00,13.36,0.00,17.22,VT,2008
PRDAY18,88,54582,111.00,15.55,0.00,20.49,VT,2008
PRDAY19,75,54595,145.00,14.47,-2.00,20.56,VT,2008
PRDAY20,63,54607,122.00,18.11,-2.00,21.10,VT,2008
PROCTYPE,54670,0,3.00,1.68,0.00,1.18,VT,2008
PSTCO,49882,4788,50027.00,49345.02,33001.00,3087.46,VT,2008
PSTCO2,54599,71,78010.00,48045.93,1015.00,5537.54,VT,2008
RACE,51290,3380,6.00,1.05,1.00,0.39,VT,2008
READMIT,27330,27340,1.00,0.15,0.00,0.36,VT,2008
ZIPINC_QRTL,53059,1611,4.00,2.43,1.00,0.82,VT,2008
AYEAR,54670,0,2008.00,2007.99,2007.00,0.11,VT,2008
DMONTH,54670,0,12.00,6.45,1.00,3.43,VT,2008
