field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,364940,9,112.00,51.82,0.00,29.18,IA,2002
AGEDAY,43125,321824,364.00,16.28,0.00,57.10,IA,2002
AGEMONTH,51260,313689,131.00,8.88,0.00,23.97,IA,2002
AMONTH,364949,0,12.00,6.40,1.00,3.47,IA,2002
ASOURCE,352216,12733,5.00,3.51,1.00,1.88,IA,2002
ATYPE,363844,1105,4.00,2.27,1.00,0.95,IA,2002
AWEEKEND,364949,0,1.00,0.19,0.00,0.39,IA,2002
DIED,364949,0,1.00,0.02,0.00,0.15,IA,2002
DISPUB92,364949,0,72.00,3.71,1.00,9.93,IA,2002
DISPUNIFORM,364949,0,20.00,2.43,1.00,3.22,IA,2002
DQTR,364949,0,4.00,2.47,1.00,1.12,IA,2002
DRG,364949,0,525.00,264.19,1.00,145.17,IA,2002
DRG18,364949,0,511.00,252.89,1.00,140.40,IA,2002
DRGVER,364949,0,20.00,19.25,19.00,0.43,IA,2002
DXCCS1,364942,7,259.00,154.69,1.00,63.61,IA,2002
DXCCS2,327524,37425,2621.00,170.24,1.00,317.18,IA,2002
DXCCS3,281409,83540,2621.00,181.37,1.00,382.07,IA,2002
DXCCS4,238544,126405,2621.00,188.90,1.00,418.33,IA,2002
DXCCS5,198475,166474,2621.00,200.58,1.00,455.89,IA,2002
DXCCS6,161628,203321,2621.00,214.54,1.00,490.81,IA,2002
DXCCS7,129014,235935,2621.00,238.21,1.00,541.94,IA,2002
DXCCS8,101244,263705,2621.00,263.90,1.00,591.27,IA,2002
DXCCS9,77972,286977,2621.00,299.40,1.00,650.04,IA,2002
DXCCS10,11341,353608,2621.00,2612.73,2601.00,6.38,IA,2002
DXCCS11,1682,363267,2621.00,2620.47,2603.00,2.33,IA,2002
FEMALE,364641,308,1.00,0.59,0.00,0.49,IA,2002
LOS,364938,11,365.00,4.41,0.00,6.49,IA,2002
LOS_X,364949,0,5231.00,4.46,0.00,14.35,IA,2002
MDC,364949,0,24.00,9.38,0.00,5.62,IA,2002
MDC18,364949,0,24.00,9.38,0.00,5.62,IA,2002
NDX,364949,0,11.00,5.19,1.00,2.84,IA,2002
NEOMAT,364949,0,3.00,0.32,0.00,0.66,IA,2002
NPR,364949,0,6.00,1.28,0.00,1.60,IA,2002
PAY1,364949,0,6.00,2.06,1.00,1.13,IA,2002
PL_CBSA,364681,268,2.00,1.20,0.00,0.87,IA,2002
PL_MSA1993,364681,268,1.00,0.42,0.00,0.49,IA,2002
PL_RUCA,364148,801,10.50,4.69,1.00,3.60,IA,2002
PL_RUCA10,364148,801,10.00,4.63,1.00,3.52,IA,2002
PL_RUCA4,364148,801,4.00,2.15,1.00,1.19,IA,2002
PL_RUCC,364681,268,9.00,4.67,0.00,2.18,IA,2002
PL_UIC,364681,268,9.00,4.78,1.00,2.56,IA,2002
PRCCS1,207341,157608,231.00,118.43,1.00,59.80,IA,2002
PRCCS2,114966,249983,231.00,118.27,1.00,64.93,IA,2002
PRCCS3,66988,297961,231.00,114.61,1.00,70.38,IA,2002
PRCCS4,38516,326433,231.00,116.59,1.00,73.79,IA,2002
PRCCS5,24368,340581,231.00,116.02,1.00,76.88,IA,2002
PRCCS6,14442,350507,231.00,140.52,1.00,79.18,IA,2002
PRDAY1,207342,157607,331.00,1.07,-3.00,3.23,IA,2002
PRDAY2,114967,249982,331.00,1.33,-3.00,3.95,IA,2002
PRDAY3,66988,297961,316.00,1.61,-3.00,4.59,IA,2002
PRDAY4,38516,326433,331.00,2.04,-3.00,5.67,IA,2002
PRDAY5,24367,340582,252.00,2.50,-3.00,6.19,IA,2002
PRDAY6,14441,350508,252.00,3.28,-3.00,7.35,IA,2002
PSTCO,341098,23851,19197.00,19110.30,19001.00,56.94,IA,2002
PSTCO2,364681,268,56045.00,19659.49,1015.00,3873.02,IA,2002
RACE,271842,93107,5.00,1.06,1.00,0.37,IA,2002
AYEAR,364949,0,2002.00,2001.99,1988.00,0.11,IA,2002
DMONTH,364949,0,12.00,6.41,1.00,3.46,IA,2002
BMONTH,364949,0,12.00,6.53,1.00,3.43,IA,2002
BYEAR,364949,0,2002.00,1949.72,1889.00,29.28,IA,2002
