field,count,count_null,max,mean,min,stddev_samp,state,year
AGE,378867,195,119.00,41.49,0.00,27.74,CO,1992
AGEDAY,56376,322686,364.00,16.00,0.00,57.07,CO,1992
SEX,378973,89,2.00,1.59,1.00,0.49,CO,1992
LOS,378572,490,471.00,4.92,0.00,7.20,CO,1992
DISP,379021,41,20.00,1.83,1.00,2.88,CO,1992
DIED,379021,41,1.00,0.02,0.00,0.14,CO,1992
DXV1,378979,83,1.00,0.00,0.00,0.01,CO,1992
DCCHPR1,378990,72,260.00,158.21,1.00,63.47,CO,1992
NPR,379062,0,5.00,1.26,0.00,1.32,CO,1992
PRV1,239391,139671,1.00,0.00,0.00,0.00,CO,1992
PCCHPR1,239491,139571,231.00,116.97,1.00,55.78,CO,1992
DRG,379062,0,492.00,268.86,1.00,132.86,CO,1992
MDC,379062,0,25.00,10.23,0.00,5.52,CO,1992
DRGVER,379062,0,10.00,9.24,9.00,0.43,CO,1992
DRG10,379062,0,492.00,268.87,1.00,132.86,CO,1992
MDC10,379062,0,25.00,10.23,0.00,5.52,CO,1992
PAY1,378708,354,6.00,2.54,1.00,1.24,CO,1992
DSNUM,379062,0,12.00,12.00,12.00,0.00,CO,1992
DSTYPE,379062,0,2.00,2.00,2.00,0.00,CO,1992
ADAYWK,379062,0,7.00,3.95,1.00,1.83,CO,1992
AMONTH,379062,0,12.00,6.44,1.00,3.45,CO,1992
LOS_X,379062,0,734.00,4.92,0.00,7.37,CO,1992
NEOMAT,379062,0,3.00,0.42,0.00,0.71,CO,1992
DXSYS,379062,0,1.00,1.00,1.00,0.00,CO,1992
DSNDX,379062,0,5.00,5.00,5.00,0.00,CO,1992
PRSYS,379062,0,1.00,1.00,1.00,0.00,CO,1992
DSNPR,379062,0,5.00,5.00,5.00,0.00,CO,1992
PRDAY1,238191,140871,251.00,1.13,-4.00,3.08,CO,1992
PAY1_N,378708,354,12.00,3.39,1.00,2.29,CO,1992
DXV3,225776,153286,1.00,0.00,0.00,0.01,CO,1992
DXV4,164090,214972,1.00,0.00,0.00,0.01,CO,1992
DXV5,103225,275837,1.00,0.00,0.00,0.01,CO,1992
DCCHPR2,306300,72762,260.00,143.56,1.00,68.86,CO,1992
DCCHPR3,225787,153275,260.00,136.10,1.00,69.10,CO,1992
DCCHPR4,164080,214982,260.00,129.98,1.00,68.66,CO,1992
DCCHPR5,103231,275831,260.00,126.73,1.00,68.89,CO,1992
PRV2,130416,248646,1.00,0.00,0.00,0.00,CO,1992
PRV3,71084,307978,1.00,0.00,0.00,0.00,CO,1992
PRV4,34763,344299,0.00,0.00,0.00,0.00,CO,1992
PRV5,3569,375493,0.00,0.00,0.00,0.00,CO,1992
PCCHPR2,130489,248573,231.00,122.94,1.00,57.63,CO,1992
PCCHPR3,71084,307978,231.00,120.76,1.00,61.35,CO,1992
PCCHPR4,34764,344298,231.00,125.47,1.00,67.03,CO,1992
PCCHPR5,3570,375492,231.00,129.07,1.00,70.89,CO,1992
AYEAR,379062,0,1992.00,1991.99,1990.00,0.12,CO,1992
DMONTH,379062,0,12.00,6.43,1.00,3.44,CO,1992
PRMONTH1,238191,140871,12.00,6.46,1.00,3.43,CO,1992
PRYEAR1,238191,140871,1992.00,1991.99,1991.00,0.10,CO,1992
