field,count,count_null,max,mean,min,stddev_samp,state,year
ADRG,1296622,0,956.00,383.09,1.00,232.58,MI,2008
ADRGRISKMORTALITY,1296622,0,4.00,1.67,0.00,0.90,MI,2008
ADRGSEV,1296622,0,4.00,2.04,0.00,0.92,MI,2008
AGE,1296555,67,113.00,50.45,0.00,27.26,MI,2008
AGEDAY,133965,1162657,364.00,12.70,0.00,50.92,MI,2008
AGEMONTH,160903,1135719,131.00,9.80,0.00,25.67,MI,2008
AMONTH,1296622,0,12.00,6.44,1.00,3.45,MI,2008
ATYPE,1279438,17184,5.00,1.96,1.00,1.09,MI,2008
AWEEKEND,1296620,2,1.00,0.20,0.00,0.40,MI,2008
DIED,1296541,81,1.00,0.02,0.00,0.13,MI,2008
DISPUB04,1296541,81,70.00,4.42,1.00,11.17,MI,2008
DISPUNIFORM,1296541,81,20.00,2.58,1.00,3.11,MI,2008
DQTR,1296622,0,4.00,2.49,1.00,1.12,MI,2008
DRG,1296622,0,999.00,517.60,1.00,271.25,MI,2008
DRG24,1296622,0,579.00,309.80,1.00,166.03,MI,2008
DRGVER,1296622,0,26.00,25.25,25.00,0.43,MI,2008
DRG_NoPOA,1296622,0,999.00,517.29,1.00,271.09,MI,2008
DXCCS1,1296574,48,670.00,173.73,1.00,125.45,MI,2008
DXCCS2,1228373,68249,670.00,164.62,1.00,142.16,MI,2008
DXCCS3,1124439,172183,670.00,167.74,1.00,156.44,MI,2008
DXCCS4,1026518,270104,670.00,169.14,1.00,163.59,MI,2008
DXCCS5,930268,366354,670.00,171.53,1.00,168.34,MI,2008
DXCCS6,835841,460781,670.00,173.93,1.00,171.25,MI,2008
DXCCS7,744915,551707,670.00,175.57,1.00,172.60,MI,2008
DXCCS8,657688,638934,670.00,176.90,1.00,173.12,MI,2008
DXCCS9,576453,720169,670.00,177.66,1.00,172.62,MI,2008
DXCCS10,499615,797007,670.00,178.90,1.00,172.48,MI,2008
DXCCS11,422040,874582,670.00,178.42,1.00,170.59,MI,2008
DXCCS12,352631,943991,670.00,179.23,1.00,170.00,MI,2008
DXCCS13,300750,995872,670.00,179.50,1.00,168.89,MI,2008
DXCCS14,254110,1042512,670.00,179.95,1.00,168.00,MI,2008
DXCCS15,210296,1086326,670.00,180.93,1.00,167.62,MI,2008
DXCCS16,168732,1127890,670.00,180.82,1.00,166.54,MI,2008
DXCCS17,140016,1156606,670.00,181.00,1.00,165.33,MI,2008
DXCCS18,116927,1179695,670.00,181.37,1.00,164.93,MI,2008
DXCCS19,97039,1199583,670.00,183.06,1.00,165.15,MI,2008
DXCCS20,79596,1217026,670.00,182.64,1.00,164.04,MI,2008
DXCCS21,63774,1232848,670.00,182.22,1.00,162.64,MI,2008
DXCCS22,53067,1243555,670.00,182.61,1.00,161.22,MI,2008
DXCCS23,44059,1252563,670.00,183.11,1.00,161.46,MI,2008
DXCCS24,35990,1260632,670.00,184.23,1.00,161.51,MI,2008
DXCCS25,29136,1267486,670.00,185.35,1.00,161.83,MI,2008
DXCCS26,21173,1275449,670.00,182.64,1.00,158.20,MI,2008
DXCCS27,17328,1279294,670.00,184.19,1.00,160.92,MI,2008
DXCCS28,13876,1282746,670.00,183.53,1.00,158.41,MI,2008
DXCCS29,10401,1286221,670.00,183.57,1.00,157.21,MI,2008
DXCCS30,6183,1290439,663.00,184.47,1.00,159.44,MI,2008
DaysCCU,1296622,0,84.00,0.07,0.00,0.73,MI,2008
DaysICU,1296622,0,99.00,0.30,0.00,2.29,MI,2008
E_CCS1,193505,1103117,2621.00,2543.98,662.00,361.26,MI,2008
E_CCS2,86858,1209764,2621.00,2572.20,662.00,299.68,MI,2008
E_CCS3,12458,1284164,2621.00,2500.43,662.00,463.69,MI,2008
E_CCS4,2862,1293760,2621.00,2508.41,662.00,450.89,MI,2008
E_CCS5,474,1296148,2621.00,2526.94,662.00,411.90,MI,2008
E_CCS6,66,1296556,2621.00,2498.76,662.00,470.13,MI,2008
E_CCS7,14,1296608,2621.00,2477.64,662.00,522.59,MI,2008
E_CCS8,2,1296620,2621.00,2617.00,2613.00,5.66,MI,2008
FEMALE,1296434,188,1.00,0.58,0.00,0.49,MI,2008
HCUP_ED,1296622,0,4.00,1.77,0.00,1.99,MI,2008
HCUP_OS,1296622,0,0.00,0.00,0.00,0.00,MI,2008
HOSPBRTH,1296622,0,1.00,0.09,0.00,0.29,MI,2008
LOS,1296609,13,355.00,4.65,0.00,6.36,MI,2008
LOS_X,1296622,0,1232.00,4.65,-361.00,6.60,MI,2008
MDC,1296622,0,25.00,9.53,0.00,5.64,MI,2008
MDC24,1296622,0,25.00,9.53,0.00,5.64,MI,2008
MDNUM1_R,1296578,44,36983.00,8114.27,1.00,9908.86,MI,2008
MDNUM2_R,816996,479626,37807.00,8106.04,1.00,9916.32,MI,2008
MEDINCSTQ,1285997,10625,4.00,2.35,1.00,1.11,MI,2008
MOMNUM_R,51291,1245331,268896.00,213903.99,62.00,67679.03,MI,2008
NECODE,1296622,0,8.00,0.23,0.00,0.60,MI,2008
NEOMAT,1296622,0,3.00,0.29,0.00,0.63,MI,2008
NPR,1296622,0,30.00,1.75,0.00,2.39,MI,2008
PAY1,1296582,40,6.00,2.09,1.00,1.12,MI,2008
PAY2,526037,770585,6.00,2.71,1.00,1.27,MI,2008
PL_CBSA,1294097,2525,2.00,1.74,0.00,0.60,MI,2008
PL_MSA1993,1294097,2525,1.00,0.83,0.00,0.38,MI,2008
PL_NCHS2006,1294097,2525,6.00,2.84,1.00,1.54,MI,2008
PL_RUCA10_2005,1272827,23795,10.00,2.18,1.00,2.41,MI,2008
PL_RUCA2005,1272827,23795,10.60,2.20,1.00,2.46,MI,2008
PL_RUCA4_2005,1272827,23795,4.00,1.32,1.00,0.76,MI,2008
PRCCS27,290,1296332,231.00,151.57,1.00,79.25,MI,2008
PRCCS28,238,1296384,231.00,153.24,4.00,81.04,MI,2008
PRCCS29,196,1296426,231.00,151.24,4.00,79.71,MI,2008
PRCCS30,156,1296466,231.00,141.65,29.00,79.71,MI,2008
PRDAY1,827695,468927,271.00,1.33,-4.00,3.24,MI,2008
PRDAY2,478904,817718,271.00,1.55,-4.00,3.84,MI,2008
PRDAY3,289698,1006924,272.00,1.91,-4.00,4.62,MI,2008
PRDAY4,175873,1120749,337.00,2.36,-4.00,5.57,MI,2008
PRDAY5,115279,1181343,319.00,2.86,-4.00,6.59,MI,2008
PRDAY6,79831,1216791,272.00,3.42,-4.00,7.59,MI,2008
PRDAY7,57256,1239366,309.00,3.94,-4.00,8.54,MI,2008
PRDAY8,39000,1257622,318.00,4.77,-3.00,9.71,MI,2008
PRDAY9,25620,1271002,271.00,6.10,-4.00,11.17,MI,2008
PRDAY10,17618,1279004,317.00,7.44,-4.00,12.86,MI,2008
PRDAY11,12944,1283678,309.00,8.49,-4.00,14.31,MI,2008
PRDAY12,9508,1287114,309.00,9.65,-4.00,16.42,MI,2008
PRDAY13,7188,1289434,285.00,10.70,-4.00,17.76,MI,2008
PRDAY14,5582,1291040,293.00,11.47,-4.00,18.17,MI,2008
PRDAY15,4350,1292272,294.00,12.58,-4.00,18.88,MI,2008
PRDAY16,3306,1293316,308.00,13.35,-3.00,19.98,MI,2008
PRDAY17,2645,1293977,322.00,14.21,-2.00,21.79,MI,2008
PRDAY18,2109,1294513,350.00,15.22,-2.00,22.83,MI,2008
PRDAY19,1705,1294917,275.00,15.85,-2.00,22.33,MI,2008
PRDAY20,1368,1295254,306.00,17.66,-4.00,25.97,MI,2008
PRDAY21,1086,1295536,282.00,19.10,-1.00,27.40,MI,2008
PRDAY22,876,1295746,271.00,20.47,-1.00,28.18,MI,2008
PRDAY23,724,1295898,266.00,21.73,-4.00,29.17,MI,2008
PRDAY24,605,1296017,211.00,22.62,0.00,28.35,MI,2008
PRDAY25,485,1296137,317.00,23.69,0.00,29.95,MI,2008
PRDAY26,333,1296289,217.00,24.16,0.00,28.21,MI,2008
PRDAY27,275,1296347,235.00,26.11,0.00,30.11,MI,2008
PRDAY28,223,1296399,168.00,25.77,0.00,27.74,MI,2008
PRDAY29,187,1296435,149.00,27.29,-3.00,27.83,MI,2008
PRDAY30,150,1296472,190.00,36.55,0.00,37.52,MI,2008
PROCTYPE,1296622,0,1.00,0.64,0.00,0.48,MI,2008
PSTCO2,1294107,2515,78010.00,26144.57,1001.00,1720.54,MI,2008
RACE,1024250,272372,6.00,1.36,1.00,0.86,MI,2008
ZIPINC_QRTL,1285997,10625,4.00,2.34,1.00,1.05,MI,2008
HOSPID,1296622,0,26182.00,26076.90,26002.00,52.94,MI,2008
AYEAR,1296620,2,2008.00,2007.99,2004.00,0.11,MI,2008
DMONTH,1296622,0,12.00,6.45,1.00,3.44,MI,2008
BMONTH,1296610,12,12.00,6.50,1.00,3.42,MI,2008
BYEAR,1296610,12,2008.00,1957.08,1880.00,27.35,MI,2008
PRMONTH1,827696,468926,12.00,6.47,1.00,3.44,MI,2008
PRMONTH2,478905,817717,12.00,6.46,1.00,3.44,MI,2008
PRMONTH3,289699,1006923,12.00,6.45,1.00,3.45,MI,2008
PRMONTH4,175874,1120748,12.00,6.45,1.00,3.46,MI,2008
PRMONTH5,115280,1181342,12.00,6.44,1.00,3.46,MI,2008
PRMONTH6,79832,1216790,12.00,6.43,1.00,3.46,MI,2008
PRMONTH7,57257,1239365,12.00,6.43,1.00,3.45,MI,2008
PRMONTH8,39000,1257622,12.00,6.42,1.00,3.46,MI,2008
PRMONTH9,25620,1271002,12.00,6.42,1.00,3.47,MI,2008
PRMONTH10,17618,1279004,12.00,6.44,1.00,3.46,MI,2008
PRMONTH11,12944,1283678,12.00,6.47,1.00,3.47,MI,2008
PRMONTH12,9508,1287114,12.00,6.50,1.00,3.46,MI,2008
