6889010BA           32001NV320152006
6880010BC           32002NV320032006
6880025CA           32003NV320252006
6880050CH           32009NV320012006
6880027CV           32030NV320052006
6880075DS           32004NV320032006
6880040EG           32026NV320072006
6880004GD           32005NV320172006
6880069HS           32006NV320032006
6880150HU           32007NV320132006
6880200IV           32024NV320312006
6880029ME           32031NV320032006
6880055MG           32010NV320212006
6880007MV           32011NV320032006
6889100NG           32012NV320232006
6889060NV           32008NV320032006
6880072PG           32013NV320272006
       SA           -9999NV-99992006
6880155SC           32014NV320192006
6880035SE           32033NV320252006
6880125SF           32015NV320312006
6880013SH           32028NV320032006
6880008SI           32025NV320032006
6880110SM           32017NV320312006
6880060SR           32018NV320032006
6880006SU           32019NV320032006
6880014SV           32029NV320032006
6880071UM           32020NV320032006
6880073VL           32021NV320032006
6880130WA           32022NV320312006
6880045WB           32023NV320332006
6880031WV           32032NV320312006
